arm,entry_date,exit_date,ticker,entry,stop,exit,realized,R,hold_days,reasons,sic2,group_n,group_rank,group_N,leader_rank_1m,leader_N_1m,leader_rank_3m,leader_N_3m,leader_rank_6m,leader_N_6m,etf,etf_rank,etf_N,dvol20,adr20
A4,2020-02-14,2020-02-18,ZS,62.75,61.72,61.6583,-188.24,-1.06,4,stop,73,54.0,1.0,6.0,114.0,278,33.0,278,260.0,272,XLK,1.0,11.0,102279467.0325,0.03537310561419625
A4,2020-02-19,2020-02-20,PCTY,150.18,147.38,147.2376,-185.37,-1.053,1,stop,73,58.0,1.0,7.0,86.0,294,45.0,294,46.0,288,XLK,1.0,11.0,60898469.2235,0.034476671210844086
A4,2020-02-10,2020-03-04,RNG,211.98,206.8,233.699,738.39,4.191,23,close<MA;partial,73,51.0,2.0,5.0,42.0,263,60.0,263,24.0,257,XLK,1.0,11.0,170813902.0035,0.02697686328539791
A4,2020-06-04,2020-06-05,ADBE,391.66,382.28,381.8977,-322.2,-1.041,1,stop,73,113.0,5.0,19.0,476.0,733,236.0,729,134.0,723,XLK,2.0,11.0,1036760017.4705,0.02469205410642578
A4,2020-06-05,2020-06-08,ABBV,93.75,92.81,92.7172,-146.14,-1.098,3,stop,28,57.0,3.0,18.0,507.0,727,374.0,723,239.0,717,XLV,5.0,11.0,1189460207.0465,0.029774514471216457
A4,2020-06-05,2020-06-08,TMUS,102.83,100.5,100.3995,-311.45,-1.043,3,stop,48,12.0,1.0,18.0,425.0,727,229.0,723,118.0,717,XLC,3.0,11.0,585209493.152,0.03094559670671441
A4,2020-06-05,2020-06-09,CERN,74.01,72.14,72.0671,-346.53,-1.038,4,stop,73,117.0,4.0,18.0,605.0,727,439.0,723,329.0,717,XLK,2.0,11.0,142103111.533,0.025328464051283184
A4,2020-06-05,2020-06-11,MA,310.31,305.65,304.705,-235.41,-1.202,6,partial;stop,73,117.0,4.0,18.0,482.0,727,358.0,723,270.0,717,XLI,6.0,11.0,1300105498.928,0.025102635830191705
A4,2020-06-09,2020-06-11,NOW,79.31,77.1,77.0212,-180.75,-1.035,2,stop,73,116.0,5.0,19.0,679.0,756,222.0,752,72.0,746,XLK,2.0,11.0,756464474.6745,0.039967154024481207
A4,2020-06-09,2020-06-11,CSGP,68.84,67.9,67.8301,-186.96,-1.072,2,stop,73,116.0,5.0,19.0,618.0,756,633.0,752,200.0,746,XLI,7.0,11.0,228079059.39649996,0.033987651967241204
A4,2020-06-10,2020-06-11,TMUS,105.22,102.81,102.7072,-183.08,-1.043,1,stop,48,14.0,3.0,19.0,606.0,747,250.0,743,103.0,737,XLC,5.0,11.0,565842086.7720001,0.02981247057523297
A4,2020-06-19,2020-06-22,LBTYK,23.41,22.64,22.6218,-179.69,-1.029,3,stop,48,13.0,4.0,19.0,374.0,762,390.0,757,205.0,755,XLC,5.0,11.0,77645862.42099999,0.03284105078678091
A4,2020-06-18,2020-06-23,TMUS,106.83,103.52,103.4138,-177.47,-1.031,5,stop,48,13.0,5.0,19.0,620.0,768,459.0,763,87.0,761,XLC,5.0,11.0,511332013.61450005,0.030979324579845445
A4,2020-06-18,2020-06-24,PZZA,83.43,81.49,81.4037,-180.64,-1.042,6,stop,58,17.0,4.0,19.0,451.0,768,69.0,763,86.0,761,XLY,2.0,11.0,64814446.5335,0.043741261633303274
A4,2020-07-07,2020-07-08,ABBV,100.09,98.56,98.4614,-185.65,-1.064,1,stop,28,60.0,5.0,20.0,194.0,798,416.0,790,220.0,782,XLV,9.0,11.0,793141549.908,0.025337837081704912
A4,2020-07-07,2020-07-10,REGN,646.98,628.23,627.6018,-174.37,-1.034,3,stop,28,60.0,5.0,20.0,228.0,798,518.0,790,54.0,782,XLV,9.0,11.0,653546572.7685,0.03450751011991388
A4,2020-07-09,2020-07-10,RNG,299.22,288.86,288.5711,-170.36,-1.028,1,stop,73,118.0,4.0,18.0,116.0,774,163.0,768,63.0,761,XLK,1.0,11.0,343240944.7985,0.05142122039467749
A4,2020-07-09,2020-07-10,SNPS,203.2,200.79,200.5892,-167.28,-1.083,1,stop,73,118.0,4.0,18.0,158.0,774,175.0,768,111.0,761,XLK,1.0,11.0,180638828.8625,0.030868795530507576
A4,2020-07-09,2020-07-13,CRM,202.22,196.65,196.4489,-178.97,-1.035,4,stop,73,118.0,4.0,18.0,112.0,774,251.0,768,216.0,761,XLK,1.0,11.0,1144601482.3325,0.027575782662457325
A4,2020-07-09,2020-07-13,ADSK,250.55,242.9,242.655,-173.7,-1.032,4,stop,73,118.0,4.0,18.0,199.0,774,114.0,768,148.0,761,XLK,1.0,11.0,359099206.7665,0.030542206842051122
A4,2020-07-10,2020-07-13,ATVI,80.83,79.63,79.5504,-184.37,-1.066,3,stop,73,119.0,5.0,18.0,126.0,773,229.0,766,131.0,759,XLK,1.0,11.0,540414448.806,0.0274016011990176
A4,2020-07-10,2020-07-13,EA,139.56,138.29,138.1517,-130.92,-1.109,3,stop,73,119.0,5.0,18.0,105.0,773,245.0,766,154.0,759,XLK,1.0,11.0,346291352.732,0.02494337257092637
A4,2020-06-19,2020-07-14,WING,126.77,123.5,131.5302,252.47,1.458,25,close<MA;partial,58,17.0,5.0,19.0,664.0,762,74.0,757,79.0,755,XLY,2.0,11.0,81991896.169,0.04195195937986705
A4,2020-07-13,2020-07-14,QCOM,94.04,91.75,90.7691,-242.34,-1.425,1,stop,36,39.0,5.0,17.0,256.0,737,222.0,730,266.0,722,XLK,1.0,11.0,772483259.1190001,0.024433237745816492
A4,2020-07-13,2020-07-14,WORK,34.7,33.23,32.6573,-235.45,-1.388,1,stop,73,113.0,4.0,17.0,213.0,737,179.0,730,98.0,722,XLK,1.0,11.0,700483205.889,0.05179474457085833
A4,2020-07-13,2020-07-14,MCHP,54.72,52.94,51.8881,-269.48,-1.59,1,stop,36,39.0,5.0,17.0,246.0,737,182.0,730,315.0,722,XLK,1.0,11.0,269009823.3685,0.032599289830389504
A4,2020-06-08,2020-07-15,ADBE,396.57,386.11,429.2528,522.99,3.127,37,close<MA;partial,73,117.0,4.0,18.0,592.0,742,224.0,738,117.0,732,XLK,2.0,11.0,1051115047.7665001,0.026362043548250114
A4,2020-07-15,2020-07-16,NXPI,122.83,120.25,119.1108,-383.36,-1.441,1,stop,36,38.0,5.0,17.0,125.0,698,214.0,691,338.0,683,XLK,1.0,11.0,465495316.70100003,0.03514030268568452
A4,2020-07-15,2020-07-20,URI,161.23,157.46,157.2975,-306.35,-1.042,5,stop,73,115.0,4.0,17.0,181.0,698,130.0,691,276.0,683,XLK,1.0,11.0,196840627.98,0.03668760411226866
A4,2020-07-16,2020-07-20,DOW,44.14,42.84,42.7972,-347.51,-1.033,4,stop,28,54.0,3.0,17.0,349.0,681,231.0,674,427.0,665,XLB,2.0,11.0,202501641.99850002,0.03591464966297876
A4,2020-07-17,2020-07-20,OTIS,59.06,58.15,58.0919,-206.0,-1.064,3,stop,36,36.0,5.0,17.0,357.0,682,291.0,675,,666,XLK,4.0,11.0,181205241.48700002,0.02629584548087126
A4,2020-07-20,2020-07-21,ECL,211.13,208.41,208.2016,-172.83,-1.077,1,stop,28,54.0,2.0,17.0,340.0,678,347.0,672,223.0,663,XLB,1.0,11.0,292133610.531,0.025312496952009676
A4,2020-07-20,2020-07-23,NXPI,123.09,120.41,120.2846,-174.12,-1.045,3,stop,36,35.0,4.0,17.0,262.0,678,187.0,672,348.0,663,XLK,2.0,11.0,408112918.004,0.03283147937164695
A4,2020-07-15,2020-07-24,APTV,80.96,79.25,81.2786,49.57,0.186,9,partial;stop,37,19.0,3.0,17.0,320.0,698,263.0,691,373.0,683,XLY,2.0,11.0,168418373.722,0.03778332137674771
A4,2020-07-20,2020-07-24,AMAT,63.89,62.21,60.3096,-354.84,-2.126,4,stop,36,35.0,4.0,17.0,305.0,678,356.0,672,299.0,663,XLK,2.0,11.0,388078501.647,0.026385771175602934
A4,2020-07-20,2020-07-24,SWKS,135.37,133.83,131.3429,-374.06,-2.62,4,stop,36,35.0,4.0,17.0,351.0,678,165.0,672,225.0,663,XLK,2.0,11.0,222138906.84250003,0.026608860892278253
A4,2020-07-27,2020-07-28,DD,23.24,22.61,22.5903,-344.48,-1.036,1,stop,28,45.0,1.0,15.0,290.0,576,206.0,572,311.0,565,XLB,1.0,11.0,222975459.537494,0.02684065115479171
A4,2020-07-27,2020-07-28,LYB,70.0,67.84,67.7722,-340.85,-1.031,1,stop,28,45.0,1.0,15.0,156.0,576,161.0,572,377.0,565,XLB,1.0,11.0,131772626.49649999,0.03261800606604219
A4,2020-07-27,2020-07-28,CF,31.22,30.51,30.4795,-295.94,-1.043,1,stop,28,45.0,1.0,15.0,211.0,576,417.0,572,416.0,565,XLB,1.0,11.0,64256545.6225,0.035244459348690776
A4,2020-07-27,2020-07-30,APTV,83.88,81.75,81.6683,-327.9,-1.038,3,stop,37,17.0,2.0,15.0,205.0,576,201.0,572,320.0,565,XLY,2.0,11.0,136181511.48250002,0.03149334837575936
A4,2020-07-27,2020-07-30,EMN,77.38,75.91,75.8341,-246.91,-1.052,3,stop,28,45.0,1.0,15.0,132.0,576,184.0,572,238.0,565,XLB,1.0,11.0,71634186.6725,0.02505406692442617
A4,2020-07-27,2020-07-31,WAB,62.61,61.54,61.4785,-225.68,-1.057,4,stop,37,17.0,2.0,15.0,280.0,576,354.0,572,397.0,565,XLI,5.0,11.0,79342474.3235,0.02909090129464838
A4,2020-07-29,2020-07-31,XLNX,107.28,105.3,105.1947,-172.85,-1.053,2,stop,36,37.0,4.0,14.0,122.0,532,232.0,529,220.0,524,XLK,1.0,11.0,307965878.7035,0.029888502003220845
A4,2020-08-03,2020-08-04,AMAT,65.4,64.68,64.6153,-146.64,-1.09,1,stop,36,37.0,3.0,13.0,221.0,551,170.0,549,230.0,543,XLK,1.0,11.0,362131984.57549995,0.025445206339475595
A4,2020-08-03,2020-08-04,TER,90.79,89.46,89.3705,-174.68,-1.067,1,stop,38,32.0,4.0,13.0,231.0,551,109.0,549,142.0,543,XLV,10.0,11.0,185658387.3625,0.03278555948693121
A4,2020-08-03,2020-08-04,IPHI,134.71,133.58,133.4464,-115.4,-1.118,1,stop,36,37.0,3.0,13.0,162.0,551,149.0,549,78.0,543,XLK,1.0,11.0,102319940.528,0.040558076372596716
A4,2020-08-05,2020-08-07,BHC,19.51,19.12,19.0984,-172.25,-1.049,2,stop,28,42.0,1.0,12.0,383.0,543,357.0,541,456.0,535,XLV,10.0,11.0,60997320.139,0.03817670732754849
A4,2020-08-03,2020-08-11,NVDA,10.8,10.72,10.9192,132.26,1.325,8,partial;stop,36,37.0,3.0,13.0,173.0,551,115.0,549,71.0,543,XLK,1.0,11.0,3810606836.3604,0.03314775543062347
A4,2020-08-05,2020-08-12,CIEN,60.5,59.6,59.5404,-175.69,-1.066,7,stop,36,38.0,3.0,12.0,220.0,543,224.0,541,124.0,535,XLK,1.0,11.0,99036179.26550001,0.026838546079189292
A4,2020-08-11,2020-08-13,PII,109.09,106.32,106.2118,-322.25,-1.038,2,stop,37,15.0,2.0,13.0,190.0,519,106.0,517,195.0,513,XLI,1.0,11.0,106816036.91749999,0.029840691481340043
A4,2020-08-10,2020-08-17,F,7.07,6.91,6.8981,-170.65,-1.043,7,stop,37,15.0,2.0,13.0,122.0,540,169.0,537,349.0,532,XLY,2.0,11.0,503777088.7335,0.03107392878538414
A4,2020-08-18,2020-08-20,NXPI,126.25,123.08,121.9479,-219.21,-1.356,2,stop,36,32.0,2.0,13.0,298.0,487,216.0,483,262.0,480,XLK,3.0,11.0,283508949.939,0.02509918706565112
A4,2020-08-27,2020-09-03,QCOM,117.22,115.35,118.574,116.69,0.727,7,partial;stop,36,26.0,2.0,11.0,44.0,425,74.0,420,113.0,417,XLK,1.0,11.0,1330973799.7005,0.03158220178015585
A4,2020-08-31,2020-09-03,AMD,87.81,85.05,84.965,-164.88,-1.031,3,stop,36,26.0,2.0,10.0,146.0,402,47.0,397,64.0,394,XLK,1.0,11.0,4698724106.6555,0.03959845607542191
A4,2020-07-17,2020-09-04,IDXX,345.75,339.13,377.7843,1153.4,4.843,49,close<MA;partial,28,54.0,3.0,17.0,170.0,682,273.0,675,182.0,666,XLV,8.0,11.0,152201372.5835,0.025868829594473973
A4,2020-09-08,2020-09-10,GM,31.75,31.05,31.019,-279.19,-1.044,2,stop,37,15.0,1.0,10.0,79.0,445,256.0,439,255.0,433,XLY,2.0,11.0,413184004.97999996,0.03783452689603943
A4,2020-09-08,2020-09-21,JAZZ,137.13,134.02,137.9746,74.59,0.273,13,partial;stop,28,37.0,3.0,10.0,174.0,445,124.0,439,272.0,433,XLV,7.0,11.0,71433718.882,0.02555519452662297
A4,2020-07-29,2020-09-24,CE,95.63,93.36,104.0194,612.76,3.705,57,close<MA;partial,28,42.0,1.0,14.0,149.0,532,310.0,529,334.0,524,XLB,4.0,11.0,76103084.4925,0.027315445952970287
A4,2020-10-13,2020-10-14,WST,302.34,299.02,298.721,-144.84,-1.09,1,stop,38,27.0,1.0,14.0,229.0,548,134.0,545,120.0,540,XLV,10.0,11.0,155359962.319,0.024672374673561565
A4,2020-10-09,2020-10-16,ISRG,243.54,242.67,241.425,-105.58,-2.427,7,stop,38,26.0,3.0,15.0,401.0,552,153.0,549,221.0,543,XLV,8.0,11.0,412648390.94960994,0.027937703903774324
A4,2020-10-08,2020-10-19,JAZZ,148.01,147.86,147.7121,-23.95,-2.0,11,stop,28,42.0,5.0,17.0,338.0,574,91.0,571,311.0,565,XLV,8.0,11.0,148961123.026,0.025957326562878785
A4,2020-10-12,2020-10-19,EW,84.94,83.18,85.091,21.04,0.083,7,partial;stop,38,26.0,3.0,13.0,402.0,546,174.0,543,365.0,538,XLV,9.0,11.0,201897759.9405,0.026563203198442808
A4,2020-10-20,2020-10-23,AVTR,24.99,24.24,24.2158,-331.94,-1.032,3,stop,38,24.0,2.0,13.0,171.0,497,91.0,489,107.0,483,XLV,10.0,11.0,110095725.672,0.03263672432640444
A4,2020-11-09,2020-11-12,ARMK,34.53,34.0,33.966,-197.27,-1.064,3,stop,58,10.0,4.0,16.0,139.0,574,112.0,565,307.0,559,XLY,2.0,11.0,61997101.528,0.03730757497210114
A4,2020-12-01,2020-12-02,MRTX,240.82,233.4,231.9079,-383.25,-1.201,1,stop,28,61.0,4.0,18.0,498.0,718,57.0,706,48.0,698,XLV,9.0,11.0,98107735.286,0.04317769444735716
A4,2020-12-01,2020-12-02,AXTA,29.36,28.91,28.8611,-204.27,-1.109,1,stop,28,61.0,4.0,18.0,404.0,718,263.0,706,368.0,698,XLB,2.0,11.0,64345911.20650001,0.02553523332574985
A4,2020-12-04,2020-12-09,NXPI,162.31,159.09,158.9309,-165.68,-1.049,5,stop,36,35.0,1.0,16.0,352.0,685,231.0,672,175.0,665,XLK,9.0,11.0,280645948.44949996,0.024608889368601894
A4,2020-12-07,2020-12-09,MGA,63.73,62.77,62.7022,-171.22,-1.065,2,stop,37,22.0,4.0,16.0,255.0,664,206.0,651,208.0,644,XLY,6.0,11.0,66943151.9015,0.02478908177423392
A4,2020-12-08,2020-12-10,APTV,124.36,122.52,121.9979,-205.87,-1.283,2,stop,37,22.0,3.0,16.0,262.0,661,120.0,647,118.0,640,XLY,7.0,11.0,198978722.9135,0.027056897212108348
A4,2020-12-04,2020-12-11,QCOM,153.48,150.0,149.0908,-202.06,-1.261,7,stop,36,35.0,1.0,16.0,263.0,685,200.0,672,104.0,665,XLK,9.0,11.0,1389687792.844,0.028548333513251183
A4,2020-12-11,2020-12-14,ZEN,139.31,136.0,135.864,-165.37,-1.041,3,stop,73,93.0,1.0,14.0,270.0,561,141.0,544,129.0,535,XLK,5.0,11.0,203815645.323,0.028811600761017898
A4,2020-12-14,2020-12-17,IPG,24.24,23.69,23.6663,-167.59,-1.043,3,stop,73,89.0,1.0,12.0,230.0,536,195.0,519,241.0,510,XLC,4.0,11.0,83001605.57650001,0.0249756365809814
A4,2020-12-15,2020-12-21,MTCH,150.7,145.65,150.9393,7.64,0.047,6,partial;stop,73,87.0,1.0,13.0,317.0,546,203.0,529,142.0,520,XLK,5.0,11.0,254308216.58949995,0.03524257289334269
A4,2020-11-25,2020-12-24,XLNX,136.99,133.92,143.6383,578.68,2.171,29,close<MA;partial,36,42.0,1.0,17.0,322.0,767,223.0,755,195.0,748,XLK,11.0,11.0,576451147.098,0.03421251287058674
A4,2020-12-23,2020-12-24,LYB,91.64,90.17,90.0798,-207.71,-1.061,1,stop,28,48.0,3.0,13.0,294.0,557,317.0,542,225.0,526,XLB,5.0,11.0,167597479.3315,0.024512322823923627
A4,2020-12-17,2020-12-28,ZEN,139.82,136.81,140.5585,39.06,0.245,11,partial;stop,73,92.0,1.0,13.0,271.0,531,157.0,517,135.0,506,XLK,4.0,11.0,213924466.945,0.028817445906492413
A4,2020-12-17,2021-01-04,ADSK,294.94,292.38,295.6378,28.42,0.27,18,partial;stop,73,92.0,1.0,13.0,188.0,531,225.0,517,323.0,506,XLK,4.0,11.0,408835124.401,0.02665446640430022
A4,2020-12-10,2021-01-07,FIVN,158.53,152.95,167.5398,252.33,1.616,28,close<MA;partial,73,94.0,1.0,14.0,343.0,562,253.0,546,199.0,538,XLK,6.0,11.0,81819789.0015,0.03516795084349631
A4,2020-12-10,2021-01-08,TWTR,48.78,47.34,52.9991,467.91,2.928,29,close<MA;partial,73,94.0,1.0,14.0,312.0,562,316.0,546,231.0,538,XLK,6.0,11.0,460249266.916,0.029508802930299644
A4,2021-01-07,2021-01-08,UBER,56.08,53.8,53.7436,-340.54,-1.024,1,stop,73,100.0,2.0,13.0,457.0,540,167.0,529,187.0,511,XLI,4.0,11.0,1002335201.832,0.040634789152102245
A4,2021-01-13,2021-01-14,MTCH,159.69,154.38,154.228,-338.61,-1.029,1,stop,73,98.0,2.0,13.0,391.0,562,208.0,550,229.0,532,XLK,8.0,11.0,345099650.18999994,0.033234135875100164
A4,2020-12-04,2021-01-20,HCA,156.0,152.58,164.3038,390.48,2.432,47,close<MA;partial,80,10.0,4.0,16.0,389.0,685,406.0,672,219.0,665,XLV,8.0,11.0,242090465.14249998,0.031043709975061506
A4,2021-01-15,2021-01-25,ESTC,162.43,159.53,164.3322,144.4,0.656,10,partial;stop,73,98.0,3.0,13.0,311.0,553,325.0,540,157.0,518,XLK,8.0,11.0,123722656.66200002,0.03859867284444746
A4,2021-01-21,2021-01-25,PYPL,250.1,243.58,243.3364,-338.17,-1.037,4,stop,73,93.0,3.0,14.0,370.0,567,347.0,553,292.0,531,XLI,7.0,11.0,1566127219.506,0.028743266116116377
A4,2021-01-25,2021-01-26,AVTR,30.76,30.23,30.2048,-223.5,-1.058,1,stop,38,26.0,2.0,14.0,209.0,554,332.0,539,174.0,518,XLV,7.0,11.0,132757528.493,0.02988557766086205
A4,2021-01-25,2021-01-26,MPWR,406.74,394.14,390.8587,-412.82,-1.261,1,stop,36,39.0,3.0,14.0,177.0,554,305.0,539,173.0,518,XLK,6.0,11.0,127877468.172,0.0309623720189664
A4,2020-12-04,2021-01-28,ON,29.77,29.15,34.3494,1175.68,7.322,55,close<MA;partial,36,35.0,1.0,16.0,321.0,685,137.0,672,159.0,665,XLK,9.0,11.0,209624166.3355,0.02834595052372373
A4,2020-12-22,2021-01-28,ALB,146.26,142.65,166.1284,1649.4,5.511,37,close<MA;partial,28,50.0,3.0,13.0,240.0,559,150.0,544,103.0,530,XLB,4.0,11.0,180311603.4105,0.03194745758631983
A4,2021-02-02,2021-02-03,AVGO,47.05,46.8,46.7532,-75.8,-1.189,1,stop,36,51.0,3.0,21.0,315.0,836,361.0,817,271.0,792,XLK,3.0,11.0,760089325.6705,0.02400143199183846
A4,2021-02-02,2021-02-03,BL,140.42,136.25,136.1138,-331.6,-1.033,1,stop,73,121.0,5.0,21.0,545.0,836,258.0,817,259.0,792,XLK,3.0,11.0,66738921.64650001,0.04221352324032427
A4,2021-02-09,2021-02-10,OKTA,286.29,279.33,279.0507,-303.88,-1.04,1,stop,73,118.0,5.0,19.0,283.0,791,471.0,772,395.0,748,XLK,4.0,11.0,287992868.3155,0.031790271764300236
A4,2021-02-05,2021-02-12,DBX,24.55,23.6,23.5764,-330.61,-1.025,7,stop,73,119.0,5.0,20.0,445.0,813,395.0,794,653.0,767,XLK,3.0,11.0,151861861.18975002,0.03934899386954895
A4,2021-02-11,2021-02-12,MGA,77.67,76.55,76.4685,-172.68,-1.068,1,stop,37,30.0,3.0,20.0,523.0,788,400.0,768,338.0,743,XLY,5.0,11.0,94674991.3675,0.027223431059085156
A4,2021-02-12,2021-02-17,MU,87.34,85.46,85.3745,-168.79,-1.046,5,stop,36,50.0,4.0,20.0,330.0,802,212.0,782,197.0,757,XLK,2.0,11.0,1297463566.1285,0.03515321197187975
A4,2021-02-16,2021-02-17,TRMB,75.78,74.76,74.4655,-210.95,-1.29,1,stop,38,37.0,5.0,19.0,430.0,800,400.0,779,343.0,754,XLV,8.0,11.0,297356475.2125,0.02913891288793032
A4,2021-02-16,2021-02-17,MGA,80.39,78.34,77.932,-194.21,-1.199,1,stop,37,30.0,3.0,19.0,486.0,800,396.0,779,334.0,754,XLY,5.0,11.0,91752222.4535,0.026682186359344218
A4,2021-02-11,2021-02-22,KLAC,31.79,30.69,31.9344,20.83,0.129,11,partial;stop,38,39.0,5.0,20.0,498.0,788,389.0,768,323.0,743,XLV,9.0,11.0,341279832.278,0.03476492213258277
A4,2021-02-09,2021-02-23,VRNS,64.82,63.55,66.2852,271.42,1.155,14,partial;stop,73,118.0,5.0,19.0,382.0,791,270.0,772,278.0,748,XLK,4.0,11.0,63165263.676195,0.042811318005458995
A4,2021-02-11,2021-02-23,AMAT,110.99,107.29,112.4975,65.0,0.409,12,partial;stop,36,50.0,4.0,20.0,369.0,788,242.0,768,234.0,743,XLK,4.0,11.0,768809234.7735,0.037586670960125954
A4,2021-02-22,2021-03-04,SYF,38.35,37.94,38.6803,102.98,0.791,10,partial;stop,61,12.0,1.0,18.0,681.0,821,412.0,799,293.0,773,XLF,2.0,11.0,234815107.62550002,0.03181797061703241
A4,2021-02-10,2021-03-05,RHI,73.42,71.58,76.119,234.52,1.462,23,close<MA;partial,73,120.0,5.0,20.0,280.0,793,330.0,773,423.0,748,XLK,5.0,11.0,93365591.0275,0.036590098068535776
A4,2021-03-11,2021-03-12,DD,32.4,32.06,32.0307,-137.48,-1.096,1,stop,28,71.0,3.0,22.0,426.0,908,388.0,890,478.0,861,XLB,3.0,11.0,458189323.02458984,0.03199606409233715
A4,2021-03-18,2021-03-19,MS,85.17,83.73,82.5274,-300.7,-1.838,1,stop,62,22.0,4.0,22.0,251.0,897,227.0,876,270.0,850,XLF,2.0,11.0,965982525.7135,0.026752364817865
A4,2021-03-18,2021-03-19,DD,32.89,32.75,32.7142,-67.19,-1.221,1,stop,28,65.0,2.0,22.0,246.0,897,413.0,876,517.0,850,XLB,4.0,11.0,397657318.33052146,0.02946006806598155
A4,2021-03-18,2021-03-19,SYNA,143.88,137.93,137.5923,-169.68,-1.057,1,stop,36,56.0,5.0,22.0,353.0,897,81.0,876,246.0,850,XLK,8.0,11.0,66890787.108500004,0.04190649893987133
A4,2021-03-10,2021-03-22,GS,340.44,331.53,341.4272,17.77,0.111,12,partial;stop,62,24.0,5.0,22.0,222.0,898,156.0,881,275.0,851,XLF,2.0,11.0,988548511.8745,0.026386591925300018
A4,2021-03-18,2021-03-23,LPLA,145.04,143.43,143.2866,-147.7,-1.089,5,stop,62,22.0,4.0,22.0,322.0,897,161.0,876,215.0,850,XLF,2.0,11.0,87788905.2225,0.030442356891795013
A4,2021-04-06,2021-04-07,GNRC,338.61,326.0,325.674,-323.36,-1.026,1,stop,36,49.0,4.0,17.0,342.0,711,116.0,702,256.0,679,XLK,8.0,11.0,444243736.25299996,0.04245438488098531
A4,2021-04-05,2021-04-08,IVZ,26.08,25.58,25.5544,-245.94,-1.051,3,stop,62,19.0,3.0,17.0,193.0,763,92.0,752,101.0,730,XLF,2.0,11.0,126514382.848,0.03563877583753796
A4,2021-04-06,2021-04-08,SLM,18.85,18.59,18.5714,-178.38,-1.072,2,stop,61,13.0,1.0,17.0,109.0,711,87.0,702,95.0,679,XLF,2.0,11.0,120129077.39199999,0.03292848005967486
A4,2021-04-09,2021-04-12,INTC,67.51,66.63,66.5634,-168.04,-1.076,3,stop,36,45.0,4.0,15.0,204.0,627,135.0,619,397.0,597,XLK,6.0,11.0,2059768081.2837498,0.029011837559342148
A4,2021-04-09,2021-04-13,GE,68.3,66.89,66.8203,-167.32,-1.047,4,stop,36,45.0,4.0,15.0,486.0,627,267.0,619,99.0,597,XLK,6.0,11.0,1029696295.5195879,0.03232749592370829
A4,2021-04-09,2021-04-13,IVZ,26.28,26.0,25.974,-138.73,-1.094,4,stop,62,14.0,3.0,15.0,234.0,627,92.0,619,98.0,597,XLF,4.0,11.0,115728318.0465,0.031318729370373055
A4,2021-04-12,2021-04-13,LPLA,147.84,146.03,145.884,-158.24,-1.081,1,stop,62,14.0,4.0,14.0,241.0,611,129.0,602,140.0,579,XLF,4.0,11.0,76212028.9585,0.026767790193882673
A4,2021-04-14,2021-04-15,LPLA,148.92,146.51,146.3635,-168.65,-1.061,1,stop,62,12.0,4.0,14.0,232.0,594,153.0,585,139.0,564,XLF,4.0,11.0,76569985.17899999,0.027057617191996185
A4,2021-04-09,2021-04-19,AMG,155.88,153.89,156.3076,33.25,0.217,10,partial;stop,62,14.0,3.0,15.0,114.0,627,66.0,619,100.0,597,XLF,4.0,11.0,61189936.861,0.026262580783969286
A4,2021-04-23,2021-04-28,EVR,140.88,138.36,138.2216,-226.02,-1.055,5,stop,62,11.0,3.0,12.0,149.0,480,124.0,473,108.0,454,XLF,2.0,11.0,69973131.8065,0.03256701020418873
A4,2021-05-04,2021-05-11,SLM,19.97,19.46,20.0616,52.19,0.168,7,partial;stop,61,11.0,2.0,10.0,104.0,427,49.0,422,81.0,403,XLF,2.0,11.0,98969192.507,0.02822255649160179
A4,2021-05-07,2021-05-11,KIM,21.45,20.89,20.871,-330.26,-1.037,4,stop,67,10.0,2.0,12.0,121.0,458,107.0,452,108.0,436,XLRE,5.0,11.0,130801124.5925,0.026083532336486043
A4,2021-05-03,2021-05-12,STL,25.82,24.91,24.8857,-329.24,-1.028,9,stop,60,16.0,3.0,9.0,109.0,420,76.0,414,101.0,395,XLF,2.0,11.0,105272775.86649999,0.035061576434181355
A4,2021-05-05,2021-05-12,FHN,18.76,18.46,18.4415,-204.28,-1.062,7,stop,60,18.0,3.0,12.0,89.0,437,95.0,431,143.0,412,XLF,2.0,11.0,86992581.183,0.027234205885227607
A4,2021-02-22,2021-05-26,OSK,101.18,99.07,125.6549,2912.38,11.593,93,close<MA;partial,37,29.0,3.0,18.0,440.0,821,354.0,799,509.0,773,XLY,5.0,11.0,68382559.237,0.03100519818084783
A4,2021-05-26,2021-05-27,FTNT,43.33,42.83,42.7832,-149.08,-1.086,1,stop,35,20.0,2.0,13.0,113.0,542,44.0,536,66.0,521,XLK,9.0,11.0,228305148.90850002,0.02847380572732664
A4,2021-05-26,2021-05-27,WPM,48.23,47.9,47.8521,-92.89,-1.146,1,stop,10,13.0,3.0,13.0,45.0,542,69.0,536,353.0,521,XLB,1.0,11.0,104787199.8915,0.02998914646301823
A4,2021-06-01,2021-06-02,ALLY,55.35,55.17,55.1198,-48.25,-1.324,1,stop,60,13.0,3.0,13.0,134.0,531,63.0,525,68.0,507,XLF,3.0,11.0,192057270.0925,0.024484810003857823
A4,2021-06-01,2021-06-03,WPM,48.94,48.07,47.6523,-312.64,-1.481,2,stop,10,12.0,2.0,13.0,51.0,531,36.0,525,282.0,507,XLB,2.0,11.0,102780765.984,0.028414006316419986
