dir,R,risk,entry,exit_m,reason,date
1,2.0,0.6400000000000432,263.17,644,target,2023-01-04
1,2.0,0.7399000000000342,261.0799,600,target,2023-01-06
-1,-1.0,0.4600000000000364,273.395,633,stop,2023-01-09
-1,2.0,0.6480999999999995,272.2399,629,target,2023-01-10
1,2.0,1.089999999999975,274.83,611,target,2023-01-12
-1,-1.0,0.4701000000000022,285.8799,600,stop,2023-01-23
-1,2.0,0.5149999999999864,294.985,647,target,2023-01-27
-1,-1.0,0.8700000000000045,308.51,614,stop,2023-02-03
-1,2.0,1.080000000000041,306.64,635,target,2023-02-14
1,2.0,0.75,297.39,633,target,2023-03-07
-1,-1.0,0.5400000000000205,300.07,603,stop,2023-03-09
1,2.0,1.079999999999984,290.21,657,target,2023-03-10
-1,-1.0,1.3100000000000023,288.48,596,stop,2023-03-13
1,-1.0,0.7799999999999727,315.64,655,stop,2023-04-12
-1,-1.0,0.37999999999999545,319.88,604,stop,2023-04-14
-1,-1.0,0.26499999999998636,317.855,633,stop,2023-04-20
1,-1.0,0.5799999999999841,320.3,628,stop,2023-05-02
-1,-1.0,0.2300000000000182,320.69,631,stop,2023-05-05
-1,-1.0,0.3300000000000409,333.34,617,stop,2023-05-18
-1,2.0,0.3180000000000405,338.352,606,target,2023-05-22
1,-1.0,0.6500000000000341,337.6,589,stop,2023-05-25
-1,-1.0,0.339999999999975,342.97,600,stop,2023-05-26
1,2.0,0.5149999999999864,350.575,620,target,2023-05-30
-1,2.0,0.8100000000000023,349.79,617,target,2023-05-31
-1,-1.0,0.3100000000000023,356.94,605,stop,2023-06-09
1,2.0,0.48450000000002547,360.5145,635,target,2023-06-13
-1,-1.0,0.5800000000000409,366.89,627,stop,2023-06-15
1,-1.0,0.7300000000000182,370.25,594,stop,2023-06-16
1,-1.0,0.6988000000000056,363.4695,609,stop,2023-06-21
-1,-1.0,0.33609999999998763,363.0839,600,stop,2023-06-22
-1,-1.0,0.5349999999999682,364.225,606,stop,2023-06-26
-1,2.0,0.44999999999998863,370.04,690,target,2023-06-30
-1,-1.0,0.37000000000000455,370.78,602,stop,2023-07-05
1,2.0,0.5500000000000114,365.17,630,target,2023-07-11
-1,-1.0,0.34799999999995634,381.42,603,stop,2023-07-14
1,2.0,0.5400000000000205,380.54,602,target,2023-07-18
1,-1.0,0.7599999999999909,377.27,627,stop,2023-07-21
1,2.0,0.7600000000000477,375.1,621,target,2023-07-24
1,-1.0,0.5098999999999592,376.34,645,stop,2023-08-02
-1,-1.0,0.9800000000000182,373.59,678,stop,2023-08-03
1,2.0,0.6499999999999773,373.53,620,target,2023-08-04
1,-1.0,0.7899999999999636,370.71,611,stop,2023-08-08
1,-1.0,0.6999999999999886,370.5,642,stop,2023-08-09
-1,2.0,0.5400000000000205,373.82,637,target,2023-08-10
-1,-1.0,0.30989999999997053,367.56,625,stop,2023-08-14
1,-1.0,0.5400000000000205,367.38,624,stop,2023-08-15
1,-1.0,0.6349999999999909,362.05,625,stop,2023-08-17
-1,2.0,0.4900000000000091,362.12,622,target,2023-08-21
-1,-1.0,0.27799999999996317,367.252,622,stop,2023-08-23
1,-1.0,0.7838999999999601,369.804,607,stop,2023-08-24
-1,2.0,1.634999999999991,364.105,637,target,2023-08-25
-1,-1.0,0.46999999999997044,370.11,614,stop,2023-08-29
1,-1.0,0.8600000000000136,378.01,656,stop,2023-09-01
1,-1.0,0.3883000000000152,374.8983,630,stop,2023-09-06
-1,-1.0,0.6598999999999933,374.01,620,stop,2023-09-08
1,-1.0,0.5600000000000023,373.61,609,stop,2023-09-15
1,2.0,0.3288000000000011,354.9588,628,target,2023-09-26
-1,2.0,0.620399999999961,360.7796,630,target,2023-10-02
1,-1.0,0.6000000000000227,356.75,630,stop,2023-10-03
1,-1.0,0.5300000000000296,356.8,635,stop,2023-10-05
1,-1.0,0.464999999999975,353.885,626,stop,2023-10-25
1,-1.0,0.5299999999999727,346.0,638,stop,2023-10-26
-1,-1.0,0.4600000000000364,387.71,591,stop,2023-11-20
-1,2.0,0.7300000000000182,392.34,592,target,2023-11-22
1,-1.0,0.660000000000025,388.67,602,stop,2023-11-30
-1,-1.0,0.7799999999999727,386.93,622,stop,2023-12-05
1,-1.0,0.40500000000002956,388.37,600,stop,2023-12-06
-1,-1.0,0.36000000000001364,391.5399,615,stop,2023-12-08
-1,-1.0,0.5699999999999932,393.24,600,stop,2023-12-11
1,-1.0,0.45999999999997954,403.28,594,stop,2024-01-02
-1,-1.0,0.4089000000000169,397.96,649,stop,2024-01-04
-1,-1.0,0.7249999999999659,398.285,632,stop,2024-01-05
-1,-1.0,0.38999999999998636,399.68,597,stop,2024-01-08
1,2.0,0.6700000000000159,406.63,630,target,2024-01-11
1,-1.0,0.5500000000000114,403.95,597,stop,2024-01-17
-1,-1.0,0.9200000000000159,425.7,640,stop,2024-02-02
1,-1.0,0.410000000000025,427.17,610,stop,2024-02-06
1,2.0,1.0702999999999747,430.9203,672,target,2024-02-16
1,-1.0,0.75,426.82,591,stop,2024-02-20
-1,-1.0,0.5300000000000296,441.77,656,stop,2024-03-01
1,-1.0,0.5600000000000023,438.87,608,stop,2024-03-05
1,2.0,0.9600000000000364,437.85,659,target,2024-03-06
-1,-1.0,0.3499999999999659,447.86,613,stop,2024-03-08
1,2.0,0.7100000000000364,437.17,596,target,2024-03-12
1,2.0,0.6049999999999613,440.265,644,target,2024-03-13
1,-1.0,0.8029000000000224,438.8229,600,stop,2024-03-14
1,2.0,0.9599999999999795,434.26,638,target,2024-03-15
1,-1.0,0.35049999999995407,443.8701,600,stop,2024-03-27
-1,-1.0,0.410000000000025,447.07,586,stop,2024-04-01
-1,-1.0,0.45999999999997954,441.61,614,stop,2024-04-03
-1,2.0,0.5300000000000296,439.02,627,target,2024-04-05
1,-1.0,0.9900000000000091,439.58,638,stop,2024-04-15
1,-1.0,0.8800000000000523,430.41,651,stop,2024-04-17
1,-1.0,0.8586999999999989,419.3787,679,stop,2024-04-19
-1,-1.0,0.3100000000000023,430.71,617,stop,2024-04-26
1,2.0,1.1299999999999955,421.76,659,target,2024-05-02
-1,-1.0,0.37999999999999545,454.26,621,stop,2024-05-20
1,-1.0,0.8400000000000318,457.91,654,stop,2024-05-23
1,2.0,0.5999000000000478,457.6899,644,target,2024-05-28
1,-1.0,0.7199999999999704,450.09,613,stop,2024-05-31
-1,-1.0,0.37000000000000455,474.55,624,stop,2024-06-12
1,2.0,0.5450000000000159,483.915,632,target,2024-06-20
-1,2.0,0.6800000000000068,482.08,592,target,2024-06-27
-1,2.0,0.6599999999999682,486.54,640,target,2024-06-28
1,2.0,0.5849999999999795,477.53,600,target,2024-07-01
-1,-1.0,0.8799999999999955,482.3,640,stop,2024-07-02
1,-1.0,0.8699000000000296,498.22,643,stop,2024-07-11
-1,-1.0,0.7400000000000091,494.86,610,stop,2024-07-12
1,2.0,0.9300000000000068,494.57,670,target,2024-07-16
1,-1.0,0.7249999999999659,485.085,665,stop,2024-07-17
1,-1.0,0.4399999999999977,470.17,636,stop,2024-07-24
1,-1.0,0.9399999999999977,458.69,608,stop,2024-07-25
1,2.0,1.75,446.22,704,target,2024-08-02
-1,-1.0,4.170000000000016,428.08,586,stop,2024-08-05
-1,2.0,1.1999999999999886,476.57,618,target,2024-08-29
1,-1.0,1.6800000000000068,470.82,608,stop,2024-09-03
-1,-1.0,0.6100000000000136,463.81,607,stop,2024-09-05
1,-1.0,2.099899999999991,458.4599,599,stop,2024-09-06
1,-1.0,0.9162000000000035,454.5462,630,stop,2024-09-11
1,-1.0,0.7200000000000273,484.11,585,stop,2024-10-01
-1,-1.0,0.5300000000000296,482.46,600,stop,2024-10-03
1,-1.0,0.8149999999999977,484.5,608,stop,2024-10-04
-1,2.0,0.5800000000000409,493.52,648,target,2024-10-11
-1,2.0,0.7199999999999704,498.11,652,target,2024-10-14
1,-1.0,0.6299999999999955,488.51,597,stop,2024-10-16
1,-1.0,1.1875,493.5275,601,stop,2024-10-17
-1,2.0,0.4500000000000455,495.78,631,target,2024-10-21
-1,0.8867187500000118,0.6399999999999864,494.86,720,time,2024-10-22
-1,-1.0,0.9799999999999613,498.97,622,stop,2024-10-25
1,2.0,0.8100000000000023,497.41,601,target,2024-10-30
1,-1.0,0.8100000000000023,490.46,585,stop,2024-10-31
-1,-1.0,0.8220000000000027,490.788,692,stop,2024-11-05
-1,2.0,1.009999999999991,502.45,588,target,2024-11-06
-1,-1.0,0.5228999999999928,510.827,645,stop,2024-11-07
1,2.0,0.6399999999999864,512.88,638,target,2024-11-11
1,-1.0,0.6500000000000341,499.35,635,stop,2024-11-15
1,2.0,1.0849999999999795,497.64,647,target,2024-11-20
1,-1.0,1.6263000000000147,501.9363,601,stop,2024-11-21
1,2.0,0.6000000000000227,507.04,682,target,2024-11-25
1,-1.0,0.6899999999999977,505.36,622,stop,2024-11-27
-1,-1.0,0.36000000000001364,508.95,643,stop,2024-11-29
-1,-1.0,0.75,513.35,600,stop,2024-12-02
-1,-1.0,0.38999999999998636,525.01,600,stop,2024-12-06
-1,-1.0,0.32999999999992724,527.32,605,stop,2024-12-11
-1,2.0,0.7160999999999831,532.45,625,target,2024-12-13
1,-1.0,1.4100000000000819,518.71,628,stop,2024-12-19
1,2.0,1.3700000000000045,517.5,701,target,2024-12-23
1,-1.0,0.9600000000000364,523.13,600,stop,2024-12-27
1,2.0,1.072499999999991,511.0925,589,target,2025-01-02
1,-1.0,1.2200000000000273,521.03,617,stop,2025-01-07
1,2.0,0.8700000000000045,504.79,623,target,2025-01-10
1,2.0,0.7800000000000864,519.69,650,target,2025-01-17
1,2.0,0.9600000000000364,521.02,644,target,2025-01-21
-1,-1.0,0.92999999999995,514.84,594,stop,2025-01-27
-1,-1.0,0.7100000000000364,529.75,633,stop,2025-01-31
-1,-1.0,0.6100999999999885,523.6099,619,stop,2025-02-04
1,-1.0,1.3537000000000035,527.8337,612,stop,2025-02-07
-1,2.0,0.5541999999999234,525.32,602,target,2025-02-12
1,0.3105590062111775,1.6100000000000136,534.07,720,time,2025-02-20
1,-1.0,0.9725000000000819,536.09,621,stop,2025-02-21
1,2.0,1.4607999999999493,521.65,702,target,2025-02-24
1,-1.0,1.07000000000005,515.87,600,stop,2025-02-25
1,2.0,1.8850000000000477,509.22,622,target,2025-02-27
1,0.44866920152091594,2.6299999999999955,506.92,720,time,2025-03-03
1,2.0,1.3549999999999613,489.09,645,target,2025-03-04
1,-1.0,1.5,474.67,661,stop,2025-03-18
-1,-1.0,0.7249999999999659,483.365,638,stop,2025-03-20
1,2.0,0.6798999999999751,487.89,653,target,2025-03-26
1,2.0,1.9700000000000273,459.3,684,target,2025-03-31
-1,-1.0,1.0699999999999932,469.82,584,stop,2025-04-02
1,-1.0,1.8600000000000136,434.91,628,stop,2025-04-04
1,2.0,1.9950000000000045,404.385,588,target,2025-04-07
-1,-1.0,3.2700000000000387,420.7,600,stop,2025-04-09
1,2.0,0.8000000000000114,503.58,594,target,2025-05-12
-1,-1.0,0.5499999999999545,512.86,613,stop,2025-05-13
-1,-0.2653061224489654,1.4700000000000273,519.48,720,time,2025-05-19
-1,-1.0,1.080000000000041,519.0,656,stop,2025-05-21
-1,2.0,0.849999999999909,516.69,622,target,2025-05-22
-1,-1.0,1.4300000000000068,508.25,697,stop,2025-05-23
1,-1.0,1.0,522.78,605,stop,2025-05-29
1,2.0,0.8999999999999773,516.79,606,target,2025-05-30
-1,2.0,0.8614999999999782,520.4885,590,target,2025-06-02
-1,-1.0,0.4652999999999565,533.6547,600,stop,2025-06-16
1,-1.0,0.7798999999999978,528.5599,641,stop,2025-06-20
-1,-1.0,0.5399999999999636,529.24,618,stop,2025-06-23
-1,2.0,0.5099999999999909,549.48,652,target,2025-06-27
-1,-1.0,0.27499999999997726,556.015,621,stop,2025-07-03
-1,-1.0,0.3352999999999611,556.96,600,stop,2025-07-09
1,2.0,0.6399999999999864,553.39,651,target,2025-07-10
1,-1.0,0.4600000000000364,554.98,606,stop,2025-07-16
-1,-1.0,0.3548999999999296,564.8051,596,stop,2025-07-21
1,-1.0,1.25,559.88,600,stop,2025-07-22
1,-1.0,1.0451999999999089,560.9952,599,stop,2025-07-23
1,-1.0,0.8599999999999,572.06,635,stop,2025-07-31
1,-1.0,1.0450000000000728,554.48,593,stop,2025-08-01
-1,-1.0,0.35989999999992506,561.9301,594,stop,2025-08-04
-1,2.0,0.2999999999999545,563.59,612,target,2025-08-06
-1,-1.0,0.7699999999999818,572.9,627,stop,2025-08-08
1,-1.0,1.580000000000041,577.98,700,stop,2025-08-15
1,-1.0,1.2300000000000182,560.74,641,stop,2025-08-20
-1,-1.0,1.0,571.4,614,stop,2025-08-22
1,-1.0,0.7949999999999591,572.41,596,stop,2025-08-29
-1,-1.0,0.6299999999999955,564.6,600,stop,2025-09-02
1,2.0,0.67999999999995,589.18,590,target,2025-09-25
1,0.1282051282051008,1.1700000000000728,592.23,720,time,2025-09-26
-1,-1.0,0.6399999999999864,601.0,609,stop,2025-09-29
1,-1.0,0.5,604.46,589,stop,2025-10-02
-1,2.0,0.2700000000000955,608.675,622,target,2025-10-08
1,2.0,1.2300000000000182,591.36,596,target,2025-10-14
-1,2.0,1.3500999999999976,601.9699,640,target,2025-10-17
1,2.0,0.8700000000000045,628.63,588,target,2025-10-30
-1,2.0,0.6900000000000546,626.26,651,target,2025-11-04
-1,-1.0,0.7999999999999545,621.33,605,stop,2025-11-05
1,-1.0,1.42999999999995,616.93,615,stop,2025-11-06
1,2.0,0.9800000000000182,604.66,598,target,2025-11-07
1,-1.0,1.1100000000000136,620.83,595,stop,2025-11-12
1,2.0,1.1299999999999955,613.97,608,target,2025-11-13
-1,-1.0,1.2200000000000273,603.04,592,stop,2025-11-14
-1,2.0,0.6499999999999773,611.83,602,target,2025-11-17
1,-1.0,2.089999999999918,594.68,661,stop,2025-11-18
-1,-1.0,0.5599999999999454,604.49,611,stop,2025-11-19
1,2.0,2.189999999999941,599.51,646,target,2025-11-25
1,2.0,1.0699999999999363,618.79,608,target,2025-12-11
1,-1.0,1.4950000000000045,614.01,611,stop,2025-12-15
-1,-1.0,1.330000000000041,610.74,599,stop,2025-12-16
1,-1.0,1.2549999999999955,610.145,635,stop,2025-12-17
-1,-1.0,0.8700000000000045,616.09,600,stop,2025-12-19
1,2.0,1.0149999999999864,615.625,641,target,2026-01-02
-1,-1.0,0.5790000000000646,621.871,625,stop,2026-01-06
1,-1.0,1.36200000000008,619.83,600,stop,2026-01-08
-1,-1.0,0.9599999999999227,624.84,590,stop,2026-01-12
1,-1.0,0.7199999999999136,624.66,649,stop,2026-01-13
1,-1.0,1.009999999999991,620.24,593,stop,2026-01-14
1,-1.0,0.8700000000000045,622.64,614,stop,2026-01-16
-1,-1.0,0.6775000000000091,612.3425,615,stop,2026-01-21
1,-1.0,1.1100999999999885,619.2601,600,stop,2026-01-22
1,-1.0,1.4899999999998954,628.81,593,stop,2026-01-29
-1,-1.0,1.6299999999999955,623.28,605,stop,2026-02-02
1,-1.0,1.259999999999991,624.45,594,stop,2026-02-03
1,2.0,1.2300000000000182,609.52,611,target,2026-02-04
1,-1.0,1.6100000000000136,596.53,674,stop,2026-02-05
-1,2.0,1.259999999999991,604.35,600,target,2026-02-06
1,2.0,1.0,608.69,640,target,2026-02-11
-1,-1.0,0.8400000000000318,607.03,615,stop,2026-02-18
-1,-1.0,1.0500000000000682,604.89,601,stop,2026-02-20
1,-1.0,1.5600000000000591,606.45,628,stop,2026-02-26
-1,-1.0,1.0500000000000682,604.02,603,stop,2026-03-02
-1,2.0,0.75,612.01,618,target,2026-03-05
1,-1.0,1.3999999999999773,587.09,612,stop,2026-03-20
1,-1.0,1.1200000000000045,567.27,638,stop,2026-03-27
1,2.0,0.6699999999999591,562.78,613,target,2026-03-30
-1,-1.0,0.8800999999999704,567.8499,599,stop,2026-03-31
-1,-1.0,3.5299999999999727,578.47,636,stop,2026-04-02
1,2.0,0.8899999999999864,580.58,621,target,2026-04-07
1,-1.0,0.7700999999999567,660.9701,592,stop,2026-04-30
-1,-1.0,0.7898999999999887,674.7901,613,stop,2026-05-01
-1,-1.0,0.6400000000001,703.93,592,stop,2026-05-08
1,2.0,2.439899999999966,707.2699,704,target,2026-05-13
-1,-1.0,0.7899999999999636,718.71,589,stop,2026-05-14
1,0.8664122137404929,2.6200000000000045,708.17,720,time,2026-05-15
1,-1.0,2.1550000000000864,708.825,606,stop,2026-05-18
-1,2.0,2.1099000000000387,703.0201,607,target,2026-05-19
1,-1.0,1.490000000000009,728.35,625,stop,2026-05-27
1,0.20177973487452786,2.1801000000000386,743.1901,720,time,2026-06-03
1,2.0,1.4024999999999181,724.7425,619,target,2026-06-05
1,-1.0,2.144999999999982,716.155,643,stop,2026-06-09
-1,-1.0,2.669999999999959,706.5,623,stop,2026-06-10
-1,2.0,1.5199999999999818,704.9,611,target,2026-06-11
