dir,R,risk,entry,exit_m,reason,date
1,-1.0,0.12999999999999545,137.99,653,stop,2017-06-16
-1,-1.0,0.14690000000001646,140.19,631,stop,2017-06-19
1,-1.0,0.20999999999997954,138.64,605,stop,2017-06-29
1,-1.0,0.1799999999999784,137.48,635,stop,2017-07-03
-1,-0.7115384615384174,0.2600000000000193,143.51,720,time,2017-07-28
1,-1.0,0.19110000000000582,143.58,625,stop,2017-07-31
1,2.0,0.12999999999999545,143.25,649,target,2017-08-01
1,-1.0,0.17500000000001137,143.995,616,stop,2017-08-02
1,-1.0,0.17499999999998295,143.57,605,stop,2017-08-03
1,-1.0,0.30999999999997385,142.42,705,stop,2017-08-10
-1,-1.0,0.21999999999999886,141.84,647,stop,2017-08-11
1,0.13636363636364224,0.21999999999999886,142.82,720,time,2017-08-17
1,2.0,0.18999999999999773,140.84,607,target,2017-08-18
1,2.0,0.15000000000000568,140.33,643,target,2017-08-21
-1,-1.0,0.054099999999976944,142.5859,629,stop,2017-08-22
1,-1.0,0.160000000000025,142.36,608,stop,2017-08-24
-1,-1.0,0.13999999999998636,141.84,600,stop,2017-08-29
1,1.7000000000001136,0.19999999999998863,145.81,720,time,2017-09-01
-1,2.0,0.09000000000000341,146.03,635,target,2017-09-11
1,-1.0,0.18999999999999773,144.47,608,stop,2017-09-21
1,-1.0,0.22999999999998977,143.39,634,stop,2017-09-25
1,-1.0,0.186300000000017,147.3864,716,stop,2017-10-10
1,-1.0,0.11999999999997613,148.89,605,stop,2017-10-18
1,-1.0,0.21000000000000796,147.52,602,stop,2017-10-19
1,-1.0,0.11530000000001905,148.6853,605,stop,2017-10-23
1,2.0,0.19999999999998863,147.64,640,target,2017-10-24
-1,2.0,0.11930000000000973,148.0607,592,target,2017-10-25
1,2.0,0.15000000000000568,147.07,634,target,2017-10-26
-1,-1.0,0.10999999999998522,149.8,598,stop,2017-10-27
-1,-1.0,0.21000000000000796,151.44,585,stop,2017-10-30
1,-1.0,0.12000000000000455,152.3,639,stop,2017-11-01
1,2.0,0.18999999999999773,151.32,642,target,2017-11-02
1,2.0,0.13999999999998636,151.98,658,target,2017-11-03
-1,-1.0,0.09999999999999432,153.68,648,stop,2017-11-06
-1,-1.0,0.1449999999999818,153.745,679,stop,2017-11-13
1,2.0,0.2400000000000091,152.81,639,target,2017-11-14
1,2.0,0.24989999999999668,152.0299,624,target,2017-11-15
-1,-1.0,0.04070000000001528,153.9193,618,stop,2017-11-16
-1,-1.0,0.125,155.105,595,stop,2017-11-21
1,-1.0,0.18999999999999773,155.92,586,stop,2017-11-29
-1,-1.0,0.5200000000000102,154.39,612,stop,2017-12-01
1,-1.0,0.3199999999999932,154.2,613,stop,2017-12-04
-1,-1.0,0.2400000000000091,153.84,658,stop,2017-12-05
-1,-1.0,0.2599999999999909,152.93,598,stop,2017-12-06
1,-1.0,0.28999999999999204,157.29,641,stop,2017-12-20
1,-1.0,0.09999999999999432,156.44,654,stop,2017-12-29
-1,-1.0,0.20000000000001705,157.14,598,stop,2018-01-02
-1,-1.0,0.1349999999999909,159.495,637,stop,2018-01-03
1,-1.0,0.23999999999998067,162.48,592,stop,2018-01-09
1,-1.0,0.1904999999999859,161.4305,601,stop,2018-01-10
-1,-1.0,0.15000000000000568,163.39,588,stop,2018-01-12
-1,2.0,0.18500000000000227,166.23,632,target,2018-01-16
1,-1.0,0.3300000000000125,164.36,669,stop,2018-01-17
-1,-1.0,0.12990000000002055,167.1101,633,stop,2018-01-22
1,1.7642067369503691,0.3889000000000067,168.5489,720,time,2018-01-25
-1,-1.0,0.1449999999999818,168.995,602,stop,2018-02-01
1,-1.0,0.28479999999998995,166.5348,600,stop,2018-02-02
-1,-1.0,0.34499999999999886,163.76,603,stop,2018-02-05
-1,-1.0,1.009999999999991,159.65,605,stop,2018-02-06
-1,-1.0,0.25,160.91,631,stop,2018-02-14
1,-1.0,0.29999999999998295,164.48,632,stop,2018-03-27
1,2.0,0.6299999999999955,157.22,593,target,2018-03-28
1,-1.0,0.39500000000001023,155.055,619,stop,2018-04-03
1,-1.0,0.3400000000000034,161.29,632,stop,2018-04-24
1,-1.0,0.5900000000000034,157.62,598,stop,2018-04-25
1,-1.0,0.37000000000000455,162.91,598,stop,2018-04-27
-1,-1.0,0.22849999999999682,162.7115,625,stop,2018-05-04
1,2.0,0.21000000000000796,167.31,620,target,2018-05-15
-1,2.0,0.17499999999998295,167.9,641,target,2018-05-23
1,-1.0,0.30000000000001137,168.83,599,stop,2018-05-24
-1,2.0,0.19999999999998863,169.72,623,target,2018-05-29
-1,-1.0,0.18000000000000682,171.94,650,stop,2018-06-01
1,-1.0,0.16579999999999018,175.01,620,stop,2018-06-07
-1,-1.0,0.1699999999999875,177.3,620,stop,2018-06-14
1,2.0,0.2799999999999727,176.39,620,target,2018-06-15
-1,-1.0,0.21999999999999886,174.99,586,stop,2018-06-19
1,-1.0,0.27000000000001023,176.72,617,stop,2018-06-21
1,-1.0,0.23999999999998067,175.35,597,stop,2018-06-22
1,-1.0,0.2547999999999888,173.0948,585,stop,2018-06-25
1,2.0,0.22690000000000055,172.3544,633,target,2018-07-03
-1,-1.0,0.2539999999999907,178.276,610,stop,2018-07-17
1,-1.0,0.2750000000000057,180.565,597,stop,2018-07-27
1,-1.0,0.4300000000000068,176.02,594,stop,2018-07-30
-1,2.0,0.5500000000000114,176.26,619,target,2018-07-31
-1,-1.0,0.1699999999999875,176.78,605,stop,2018-08-02
-1,-1.0,0.0700999999999965,181.8399,625,stop,2018-08-13
1,-1.0,0.34499999999999886,179.035,616,stop,2018-08-15
1,2.0,0.22210000000001173,178.49,679,target,2018-08-17
1,-1.0,0.17849999999998545,179.3885,614,stop,2018-08-20
-1,-1.0,0.12000000000000455,181.78,621,stop,2018-08-23
-1,-1.0,0.14000000000001478,186.91,610,stop,2018-08-31
1,2.0,0.25,185.1,600,target,2018-09-04
1,-1.0,0.37989999999999213,184.04,620,stop,2018-09-05
1,-1.0,0.44999999999998863,182.94,608,stop,2018-09-06
-1,-1.0,0.3599999999999852,182.02,625,stop,2018-09-07
1,-1.0,0.37000000000000455,181.57,593,stop,2018-09-10
-1,-1.0,0.11050000000000182,182.1595,615,stop,2018-09-11
1,-1.0,0.22999999999998977,181.91,621,stop,2018-09-12
-1,2.0,0.2300000000000182,184.57,616,target,2018-09-13
1,-1.0,0.28999999999999204,182.95,595,stop,2018-09-17
-1,-1.0,0.2699000000000069,182.4101,585,stop,2018-09-18
1,2.0,0.18999999999999773,181.7,667,target,2018-09-19
1,-0.274509803921567,1.0200000000000102,185.02,720,time,2018-09-21
-1,-1.0,0.1449999999999818,186.025,609,stop,2018-09-27
1,-1.0,0.2600000000000193,184.21,601,stop,2018-10-04
1,-1.0,0.46000000000000796,181.71,648,stop,2018-10-05
-1,-1.0,0.21999999999999886,180.33,625,stop,2018-10-08
1,-1.0,0.5038000000000125,177.8238,587,stop,2018-10-10
-1,-1.0,0.3300000000000125,172.73,597,stop,2018-10-11
1,-1.0,0.31989999999998986,172.2899,614,stop,2018-10-15
1,-1.0,0.4124999999999943,176.9,600,stop,2018-10-17
1,2.0,0.4200000000000159,169.24,647,target,2018-10-23
-1,2.0,0.4650000000000034,167.295,601,target,2018-10-26
-1,2.0,0.8500000000000227,164.67,644,target,2018-10-30
1,2.0,0.23999999999998067,167.32,632,target,2018-11-05
1,-1.0,0.35249999999999204,164.8125,621,stop,2018-11-19
1,-0.40763658758321036,3.4098999999999933,172.92,720,time,2018-12-03
-1,-1.0,0.610100000000017,152.9799,644,stop,2019-01-02
-1,2.0,0.28999999999999204,161.86,630,target,2019-01-15
1,-0.5750000000000071,0.39999999999997726,162.26,720,time,2019-01-28
-1,2.0,0.18000000000000682,168.42,653,target,2019-02-01
1,-1.0,0.28000000000000114,170.09,623,stop,2019-02-06
1,-1.0,0.22999999999998977,171.66,608,stop,2019-02-15
-1,-1.0,0.15000000000000568,172.25,705,stop,2019-02-19
1,-1.0,0.27000000000001023,171.09,612,stop,2019-02-21
-1,-1.0,0.09999999999999432,173.79,626,stop,2019-02-26
1,-1.0,0.2972000000000037,172.2472,624,stop,2019-02-27
1,-1.0,0.18249999999997613,173.7325,683,stop,2019-03-01
1,2.0,0.23499999999998522,173.92,601,target,2019-03-05
1,-1.0,0.3300000000000125,171.97,602,stop,2019-03-07
-1,-1.0,0.144299999999987,172.72,587,stop,2019-03-11
-1,-1.0,0.15000000000000568,178.75,610,stop,2019-03-18
-1,-1.0,0.2400000000000091,180.01,585,stop,2019-03-21
1,2.0,0.3400000000000034,180.87,618,target,2019-03-22
-1,2.0,0.19999999999998863,180.49,616,target,2019-03-26
1,2.0,0.2849999999999966,186.92,639,target,2019-04-17
1,-1.0,0.24500000000000455,186.7825,621,stop,2019-04-18
-1,-1.0,0.13990000000001146,187.2201,634,stop,2019-04-22
-1,-1.0,0.19499999999999318,189.245,680,stop,2019-04-23
1,-1.0,0.2869000000000028,190.68,612,stop,2019-04-25
1,-1.0,0.3499999999999943,189.35,594,stop,2019-04-26
-1,2.0,0.1599999999999966,189.69,628,target,2019-05-02
-1,2.0,0.1799999999999784,188.3,590,target,2019-05-06
1,-1.0,0.4399999999999977,183.04,601,stop,2019-05-09
1,-1.0,0.3299999999999841,182.95,632,stop,2019-05-10
1,-1.0,0.5100000000000193,179.52,676,stop,2019-05-13
-1,-1.0,0.2599999999999909,180.53,613,stop,2019-05-15
-1,-1.0,0.14000000000001478,184.57,608,stop,2019-05-16
-1,-1.0,0.25,184.34,645,stop,2019-05-17
1,-1.0,0.4450000000000216,172.58,598,stop,2019-06-03
1,-1.0,0.3229000000000042,175.61,613,stop,2019-06-05
-1,-1.0,0.3400000000000034,179.35,596,stop,2019-06-07
-1,-1.0,0.15000000000000568,183.22,585,stop,2019-06-10
-1,-1.0,0.2600000000000193,183.92,635,stop,2019-06-17
-1,-1.0,0.3199999999999932,187.1,601,stop,2019-06-18
1,-1.0,0.26139999999998054,187.14,638,stop,2019-06-25
-1,2.0,0.21999999999999886,187.11,593,target,2019-06-26
1,-1.0,0.14000000000001478,189.56,634,stop,2019-07-01
1,-1.0,0.23500000000001364,189.215,587,stop,2019-07-08
-1,-1.0,0.07990000000000919,189.75,619,stop,2019-07-09
-1,-1.0,0.29999999999998295,192.36,588,stop,2019-07-10
-1,-1.0,0.29999999999998295,191.77,621,stop,2019-07-18
1,-1.0,0.15000000000000568,193.21,607,stop,2019-07-19
-1,-1.0,0.12999999999999545,192.33,600,stop,2019-07-22
1,-1.0,0.19999999999998863,192.97,609,stop,2019-07-23
-1,-1.0,0.25,193.8,630,stop,2019-07-24
1,-1.0,0.22999999999998977,193.47,627,stop,2019-07-25
-1,-0.7073170731707875,0.4099999999999966,194.98,720,time,2019-07-26
1,-1.0,0.18999999999999773,194.42,590,stop,2019-07-29
-1,-1.0,0.23999999999998067,193.8,692,stop,2019-07-30
-1,-1.0,0.28000000000000114,192.6,588,stop,2019-08-01
1,-1.0,0.31500000000002615,187.485,619,stop,2019-08-02
1,-1.0,0.5300000000000011,182.63,635,stop,2019-08-05
1,2.0,0.6400000000000148,180.53,610,target,2019-08-07
-1,-1.0,0.5900000000000034,185.25,585,stop,2019-08-13
-1,2.0,0.214999999999975,192.11,648,target,2019-09-05
1,2.0,0.28000000000000114,189.19,624,target,2019-09-10
-1,-1.0,0.30000000000001137,193.5,602,stop,2019-09-19
1,2.0,0.7099999999999795,186.92,656,target,2019-09-25
1,-1.0,0.36000000000001364,189.11,615,stop,2019-09-26
1,-1.0,0.28999999999999204,188.53,616,stop,2019-09-27
1,-1.0,0.3550000000000182,184.925,601,stop,2019-10-02
1,2.0,0.5500000000000114,182.37,626,target,2019-10-03
-1,-1.0,0.37000000000000455,188.48,619,stop,2019-10-10
-1,-1.0,0.18389999999999418,193.905,608,stop,2019-10-25
1,-0.0335570469798732,0.7450000000000045,196.035,720,time,2019-10-30
1,-1.0,0.20539999999999736,196.5854,623,stop,2019-10-31
1,2.0,0.28999999999999204,202.06,670,target,2019-11-18
1,-1.0,0.20010000000002037,203.2101,648,stop,2019-11-19
-1,-1.0,0.13000000000002387,203.39,590,stop,2019-11-25
1,-1.0,0.3300000000000125,204.12,590,stop,2019-12-02
1,2.0,0.36000000000001364,199.59,617,target,2019-12-03
1,0.8461538461538713,0.2599999999999909,202.1,720,time,2019-12-05
-1,2.0,0.11370000000002278,205.48,631,target,2019-12-09
-1,-1.0,0.5300000000000011,205.98,599,stop,2019-12-12
-1,2.0,0.27000000000001023,207.64,615,target,2019-12-13
-1,-1.0,0.08500000000000796,212.81,652,stop,2019-12-26
1,2.0,0.2953000000000259,213.58,682,target,2019-12-27
1,-1.0,0.3400000000000034,211.81,613,stop,2019-12-30
-1,-1.0,0.28999999999999204,212.22,589,stop,2019-12-31
-1,2.0,0.21999999999999886,214.94,614,target,2020-01-02
-1,2.0,0.21999999999999886,214.73,600,target,2020-01-03
-1,-1.0,0.18999999999999773,213.62,595,stop,2020-01-06
1,2.0,0.28999999999999204,215.14,613,target,2020-01-07
-1,-1.0,0.11650000000000205,216.2035,615,stop,2020-01-08
1,2.0,0.3299999999999841,220.07,631,target,2020-01-14
1,0.9019607843136512,0.5100000000000193,223.21,720,time,2020-01-23
-1,-1.0,0.3499999999999943,218.43,628,stop,2020-01-27
1,2.0,0.3299999999999841,221.16,646,target,2020-01-29
-1,2.0,0.3199999999999932,221.57,623,target,2020-01-30
1,-1.0,0.49029999999999063,222.0853,604,stop,2020-01-31
-1,-1.0,0.1599999999999966,221.24,585,stop,2020-02-03
1,-1.0,0.7399999999999807,228.92,613,stop,2020-02-05
-1,-1.0,0.21000000000000796,229.63,595,stop,2020-02-10
1,-1.0,0.3125,232.4225,585,stop,2020-02-21
-1,-1.0,0.6599999999999966,222.88,584,stop,2020-02-24
1,-1.0,0.6299999999999955,222.26,620,stop,2020-02-25
-1,-1.0,0.8600000000000136,218.88,635,stop,2020-02-26
-1,-1.0,7.0434999999999945,209.38,635,stop,2020-02-27
-1,-1.0,2.1399999999999864,200.78,681,stop,2020-02-28
1,-1.0,0.9879999999999995,207.138,622,stop,2020-03-02
1,2.0,0.9799999999999898,214.28,600,target,2020-03-03
-1,-1.0,0.9299999999999784,196.96,606,stop,2020-03-09
1,2.0,0.9099999999999966,183.24,617,target,2020-03-13
1,2.0,1.3100000000000023,171.09,617,target,2020-03-17
-1,-1.0,1.6500000000000057,175.96,601,stop,2020-03-18
1,-1.0,0.4000000000000057,213.97,644,stop,2020-04-28
-1,-1.0,0.4449999999999932,213.585,684,stop,2020-05-04
-1,-1.0,0.22999999999998977,225.36,613,stop,2020-05-11
1,2.0,0.4918999999999869,225.9519,632,target,2020-05-12
-1,2.0,0.3149999999999977,220.785,624,target,2020-05-15
1,-1.0,0.583200000000005,232.0332,643,stop,2020-05-26
1,-1.0,0.6599999999999966,226.74,637,stop,2020-05-27
-1,-1.0,0.5099999999999909,230.75,627,stop,2020-05-28
-1,-1.0,0.5500000000000114,238.1,638,stop,2020-06-05
-1,2.0,0.5089999999999861,234.681,639,target,2020-06-15
1,2.0,0.9800000000000182,242.12,628,target,2020-06-25
1,-1.0,0.7299999999999898,242.16,633,stop,2020-06-26
1,2.0,0.5194000000000187,237.8694,599,target,2020-06-29
1,2.0,0.4800000000000182,259.74,611,target,2020-07-10
-1,2.0,0.7024000000000115,258.6576,588,target,2020-07-14
1,-1.0,0.5300000000000296,266.04,637,stop,2020-07-21
1,-1.0,0.589999999999975,263.45,608,stop,2020-07-31
1,-1.0,0.3100000000000023,269.81,631,stop,2020-08-10
-1,-1.0,0.40999999999996817,269.74,615,stop,2020-08-12
-1,-1.0,0.4300000000000068,277.12,607,stop,2020-08-20
1,-1.0,0.8000000000000114,283.58,646,stop,2020-08-24
1,-1.0,1.0,291.62,606,stop,2020-08-27
1,-1.0,1.1800000000000068,299.79,688,stop,2020-09-02
1,-1.0,0.7699999999999818,296.77,612,stop,2020-09-03
-1,2.0,1.740000000000009,287.19,586,target,2020-09-04
-1,-1.0,0.9800999999999931,274.7899,608,stop,2020-09-08
1,-0.6734693877550957,1.4700000000000273,272.25,720,time,2020-09-11
-1,2.0,0.7100000000000364,270.7,625,target,2020-09-17
-1,-1.0,0.7300000000000182,265.94,617,stop,2020-09-24
-1,2.0,0.6400000000000432,279.34,663,target,2020-09-30
-1,-1.0,2.991199999999992,279.25,677,stop,2020-10-02
1,-1.0,0.6000000000000227,294.16,585,stop,2020-10-13
1,-1.0,0.6800000000000068,288.7,635,stop,2020-10-19
-1,2.0,0.5199999999999818,286.8,648,target,2020-10-21
1,-1.0,0.5600000000000023,282.9,631,stop,2020-10-22
1,-1.0,0.5799999999999841,282.81,699,stop,2020-10-23
-1,-1.0,0.5799999999999841,284.37,602,stop,2020-10-26
1,-1.0,0.4800000000000182,275.36,605,stop,2020-10-28
-1,-1.0,0.4500000000000455,275.28,630,stop,2020-10-29
1,-1.0,0.5699999999999932,271.18,623,stop,2020-10-30
-1,-1.0,0.5049999999999955,275.86,658,stop,2020-11-03
-1,2.0,0.5249000000000024,287.19,637,target,2020-11-04
1,2.0,0.8199999999999932,290.65,621,target,2020-11-06
1,2.0,1.589999999999975,295.33,617,target,2020-11-09
1,-1.0,0.5099999999999909,282.53,634,stop,2020-11-10
1,2.0,0.29000000000002046,305.24,636,target,2020-12-08
-1,-1.0,0.36000000000001364,301.43,597,stop,2020-12-10
-1,-1.0,0.34000000000003183,304.76,595,stop,2020-12-14
1,2.0,0.3699999999999477,309.78,619,target,2020-12-18
1,-1.0,0.5300000000000296,305.11,614,stop,2020-12-21
1,2.0,0.5600000000000023,310.92,656,target,2020-12-28
1,2.0,0.4701000000000022,312.5401,638,target,2020-12-29
1,-1.0,0.6499999999999773,313.94,611,stop,2021-01-04
-1,-1.0,0.47500000000002274,310.34,592,stop,2021-01-05
-1,2.0,0.38999999999998636,308.42,600,target,2021-01-06
-1,-1.0,0.4900000000000091,311.78,595,stop,2021-01-07
1,-1.0,0.6999999999999886,312.75,618,stop,2021-01-15
1,0.44166117336848965,4.550999999999988,321.06,720,time,2021-01-20
1,-1.0,1.1899999999999977,323.02,589,stop,2021-01-27
-1,-1.0,1.034599999999955,322.6154,650,stop,2021-01-28
1,2.0,1.0120000000000005,317.862,621,target,2021-01-29
1,-1.0,0.6999999999999886,327.2,629,stop,2021-02-03
1,-1.0,1.339999999999975,331.95,643,stop,2021-02-10
1,2.0,1.75,312.75,612,target,2021-02-23
1,2.0,1.1800000000000068,317.14,656,target,2021-02-24
-1,2.0,0.5599999999999454,323.47,599,target,2021-02-25
1,-1.0,1.349899999999991,314.28,609,stop,2021-02-26
1,-1.0,0.6299999999999955,313.34,631,stop,2021-03-03
1,-1.0,0.7599999999999909,305.96,619,stop,2021-03-04
1,-1.0,1.4899999999999523,302.84,621,stop,2021-03-05
-1,-1.0,0.29000000000002046,318.78,620,stop,2021-03-31
1,2.0,0.4600000000000364,340.54,609,target,2021-04-16
1,-1.0,0.8899999999999864,340.33,616,stop,2021-04-27
1,-1.0,0.4199999999999591,340.34,610,stop,2021-04-29
1,-1.0,0.7099999999999795,330.06,612,stop,2021-05-04
1,-1.0,0.7300000000000182,330.6,623,stop,2021-05-05
1,2.0,0.849899999999991,327.2999,689,target,2021-05-06
1,-1.0,0.6492000000000075,330.6492,593,stop,2021-05-10
-1,-1.0,0.8700000000000045,321.62,591,stop,2021-05-11
-1,-1.0,0.32000000000005,326.78,617,stop,2021-05-20
-1,-1.0,0.13999999999998636,332.38,630,stop,2021-05-24
1,-1.0,0.4200000000000159,332.73,650,stop,2021-06-01
1,2.0,0.5600000000000023,328.84,609,target,2021-06-03
-1,-1.0,0.3100000000000023,333.73,598,stop,2021-06-04
-1,-1.0,0.2740000000000009,339.155,585,stop,2021-06-10
-1,-1.0,0.7400000000000091,341.3,591,stop,2021-06-17
1,2.0,0.6450000000000387,340.795,594,target,2021-06-21
-1,-1.0,0.3199999999999932,352.61,638,stop,2021-06-28
1,-1.0,0.44999999999998863,361.01,629,stop,2021-07-07
1,0.7450980392158021,0.5099999999999909,361.34,720,time,2021-07-12
-1,-1.0,0.32499999999998863,363.805,616,stop,2021-07-13
1,2.0,0.6599999999999682,361.27,596,target,2021-07-15
1,-1.0,0.5400000000000205,359.74,664,stop,2021-07-16
1,-1.0,0.8300000000000409,353.16,635,stop,2021-07-19
1,2.0,0.5600000000000023,354.36,599,target,2021-07-20
1,-1.0,0.749499999999955,367.02,605,stop,2021-07-27
1,2.0,0.5299999999999727,363.77,595,target,2021-07-28
-1,-1.0,0.3100000000000023,367.04,586,stop,2021-07-29
-1,2.0,0.400100000000009,364.7699,625,target,2021-07-30
1,2.0,0.4449999999999932,364.555,612,target,2021-08-02
1,-1.0,0.5100000000000477,363.79,607,stop,2021-08-03
1,-1.0,0.5500000000000114,364.95,628,stop,2021-08-16
1,2.0,0.8299999999999841,365.34,644,target,2021-08-17
-1,-1.0,0.6200000000000045,361.51,611,stop,2021-08-19
-1,-1.0,0.2699999999999818,367.19,618,stop,2021-08-20
-1,-1.0,0.28010000000000446,370.5299,601,stop,2021-08-23
-1,2.0,0.4199999999999591,375.73,627,target,2021-08-27
-1,-1.0,0.22000000000002728,379.01,621,stop,2021-08-30
1,-1.0,0.7249999999999659,379.395,594,stop,2021-08-31
-1,2.0,0.5,381.45,640,target,2021-09-03
1,-1.0,0.8599999999999568,377.27,595,stop,2021-09-13
1,-1.0,0.5300000000000296,376.24,639,stop,2021-09-14
1,-1.0,0.49500000000000455,374.425,612,stop,2021-09-15
1,-1.0,0.6200000000000045,375.43,680,stop,2021-09-16
1,-1.0,0.4700000000000273,375.85,605,stop,2021-09-17
-1,-1.0,0.3050000000000068,373.275,615,stop,2021-09-23
-1,-0.15414516453321522,1.4921000000000504,371.53,720,time,2021-09-24
1,2.0,0.9749999999999659,368.705,645,target,2021-09-27
1,-1.0,0.5,363.57,606,stop,2021-09-28
1,-1.0,0.7699999999999818,356.68,615,stop,2021-10-01
1,-1.0,0.7299999999999613,355.9,602,stop,2021-10-04
-1,-1.0,0.35000000000002274,356.33,623,stop,2021-10-05
-1,-1.0,0.7099999999999795,356.92,630,stop,2021-10-06
-1,-1.0,0.3499999999999659,362.41,610,stop,2021-10-11
-1,2.0,0.19999999999998863,382.47,645,target,2021-10-26
1,1.674999999999945,0.8000000000000114,385.22,720,time,2021-11-01
-1,2.0,0.37999999999999545,388.87,608,target,2021-11-02
1,0.03488372093026868,0.8599999999999568,395.53,720,time,2021-11-09
-1,2.0,0.4200000000000159,394.94,636,target,2021-11-10
-1,-1.0,0.5799000000000092,395.6101,616,stop,2021-11-16
1,2.0,0.8000999999999863,398.2501,693,target,2021-11-18
-1,-1.0,0.410000000000025,407.59,600,stop,2021-11-22
1,-1.0,1.1599999999999682,394.03,655,stop,2021-11-26
-1,-1.0,0.8599999999999568,388.17,583,stop,2021-12-02
1,-1.0,1.1599999999999682,384.76,635,stop,2021-12-03
1,2.0,1.3449999999999704,380.645,612,target,2021-12-06
1,-1.0,0.8299999999999841,393.65,607,stop,2021-12-16
1,-1.0,0.37009999999997945,399.1201,634,stop,2022-01-04
-1,-1.0,0.9300000000000068,385.17,583,stop,2022-01-06
1,-1.0,0.7649999999999864,371.765,612,stop,2022-01-10
-1,-1.0,1.2199999999999704,378.86,619,stop,2022-01-14
1,2.0,1.2799999999999727,355.52,631,target,2022-01-21
1,-1.0,1.8899999999999864,342.81,619,stop,2022-01-24
-1,-1.0,0.9200000000000159,357.74,622,stop,2022-01-31
-1,-1.0,0.776800000000037,364.7732,638,stop,2022-02-10
-1,2.0,1.25,342.48,619,target,2022-02-22
1,-1.0,1.1399999999999864,338.37,624,stop,2022-02-23
-1,-1.0,1.5699999999999932,322.94,589,stop,2022-02-24
1,-1.0,0.5500000000000114,345.08,637,stop,2022-03-03
1,-1.0,0.8500000000000227,331.61,642,stop,2022-03-07
-1,2.0,0.5500000000000114,346.94,636,target,2022-03-18
-1,-1.0,0.6200999999999794,366.1499,611,stop,2022-04-04
1,-1.0,0.5550000000000068,364.27,638,stop,2022-04-05
1,-1.0,0.5,352.51,634,stop,2022-04-06
-1,2.0,1.0900000000000318,354.64,640,target,2022-04-07
1,2.0,0.8199999999999932,349.44,628,target,2022-04-08
-1,-1.0,0.410000000000025,342.94,630,stop,2022-04-13
1,-1.0,0.6800000000000068,342.5,638,stop,2022-04-14
-1,2.0,0.5189000000000306,340.5211,655,target,2022-04-18
-1,-1.0,0.7250000000000227,342.39,617,stop,2022-04-19
1,-1.0,0.6999999999999886,343.26,601,stop,2022-04-20
1,-1.0,0.875,322.665,615,stop,2022-04-26
-1,2.0,1.589999999999975,321.29,611,target,2022-04-27
1,-1.0,1.410000000000025,319.31,622,stop,2022-05-05
1,-1.0,1.1200000000000045,306.75,592,stop,2022-05-06
-1,2.0,1.92999999999995,302.16,676,target,2022-05-11
-1,-1.0,1.1450000000000387,292.515,655,stop,2022-05-12
1,2.0,0.6000999999999976,282.8501,629,target,2022-05-24
-1,-1.0,0.8399000000000001,295.1501,612,stop,2022-05-26
1,2.0,1.2300000000000182,305.56,643,target,2022-05-31
1,-1.0,0.8400000000000318,290.29,621,stop,2022-06-10
-1,2.0,0.8999999999999773,275.16,616,target,2022-06-17
-1,-1.0,0.5249999999999773,282.255,617,stop,2022-06-21
-1,2.0,0.7000000000000455,292.71,642,target,2022-06-24
1,2.0,0.9149999999999636,292.835,656,target,2022-06-27
1,-1.0,1.545000000000016,278.495,596,stop,2022-06-30
1,-1.0,0.7800000000000296,289.79,589,stop,2022-07-11
1,2.0,0.5900000000000318,287.49,632,target,2022-07-12
-1,-1.0,2.1200000000000045,282.87,632,stop,2022-07-13
-1,2.0,0.27899999999999636,302.001,625,target,2022-07-27
1,-1.0,0.9800000000000182,303.85,626,stop,2022-07-28
-1,2.0,0.5599000000000274,317.2401,620,target,2022-08-01
-1,2.0,0.4900000000000091,319.93,619,target,2022-08-03
-1,2.0,0.589999999999975,323.24,650,target,2022-08-05
-1,-1.0,0.3949999999999818,325.68,595,stop,2022-08-08
1,-1.0,0.6100000000000136,324.07,625,stop,2022-08-19
1,-1.0,0.40999999999996817,316.08,634,stop,2022-08-22
-1,2.0,0.5400999999999954,316.4599,629,target,2022-08-23
1,2.0,1.1200000000000045,317.64,609,target,2022-08-26
1,-1.0,0.6664000000000101,302.4464,631,stop,2022-08-30
1,2.0,0.7250000000000227,299.865,612,target,2022-09-02
1,2.0,0.8500000000000227,291.72,640,target,2022-09-06
-1,-1.0,0.3499999999999659,277.72,596,stop,2022-09-26
1,-1.0,0.8222000000000094,273.3022,601,stop,2022-09-29
-1,-1.0,0.3990000000000009,282.271,642,stop,2022-10-04
1,-1.0,0.5999999999999659,272.27,679,stop,2022-10-07
-1,-1.0,0.8899999999999864,257.74,608,stop,2022-10-13
1,-1.0,1.0,268.5,600,stop,2022-10-14
-1,-1.0,0.3299999999999841,273.62,618,stop,2022-10-20
-1,2.0,0.8799999999999955,271.5,626,target,2022-10-21
1,2.0,1.0399999999999636,273.01,653,target,2022-10-24
-1,-1.0,0.4600000000000364,276.27,630,stop,2022-10-28
1,-1.0,0.67999999999995,277.03,620,stop,2022-11-01
1,2.0,1.0400000000000205,261.61,600,target,2022-11-04
1,-1.0,0.4900000000000091,284.49,656,stop,2022-11-18
1,-1.0,0.6098999999999819,283.52,638,stop,2022-12-06
1,-1.0,1.2800000000000296,294.72,622,stop,2022-12-13
1,-1.0,0.6938000000000102,279.2538,631,stop,2022-12-15
1,-1.0,0.4311000000000149,266.7011,624,stop,2022-12-22
1,-1.0,0.8499999999999659,264.08,602,stop,2022-12-27
-1,-1.0,0.36499999999995225,265.725,635,stop,2022-12-29
1,-1.0,0.7200000000000273,264.74,630,stop,2023-01-03
