cut,is_rank,seed,p_entry,k_atr,is_net_pct,is_net_after_cost_pct,is_trades,is_pf,is_win_pct,is_maxdd_pct,oos_net_pct,oos_top50,oos_systematic256
daily,447,4,0.1,2.0,44.5222027068809,36.82786844199273,55,1.527621813600322,29.09090909090909,-26.4219195649522,,0,0
daily,448,32,0.1,2.0,44.444399616875984,38.130132771413926,45,1.635034017638384,31.11111111111111,-18.74863936334641,,0,0
daily,449,32,0.1,1.5,44.35753800621769,33.02652862158566,82,1.3572681263347104,26.829268292682926,-33.06818526679473,89.39141240801143,0,1
daily,450,12,0.02,1.0,44.34697703212866,38.59070472325315,41,1.6918939806573314,31.70731707317073,-11.722144910686872,,0,0
daily,451,116,0.02,2.0,44.345623238067674,40.40534598367736,28,2.088653329109168,35.714285714285715,-8.278157378409679,,0,0
daily,452,61,0.04,1.5,44.32335588109761,36.63942968289477,55,1.5256175390012487,29.09090909090909,-16.293057141889243,,0,0
daily,453,53,0.1,1.5,44.27912020720386,33.75511093265624,76,1.3771372116143616,27.63157894736842,-26.459173136983715,,0,0
daily,454,25,0.1,1.0,44.249075126976976,27.324969839859612,125,1.248027350625999,24.8,-39.34606733156297,,0,0
daily,455,90,0.06,2.5,44.225739206484384,40.28862598841323,28,2.085910235542175,35.714285714285715,-13.574689666495555,,0,0
daily,456,1,0.04,2.0,44.13831346061963,38.25197826561806,42,1.6984209946084883,30.952380952380953,-17.507025911020847,,0,0
daily,457,10,0.06,2.5,44.07311053053593,40.84332839239766,23,2.3504966920076447,39.130434782608695,-5.9127915933396284,57.81481802711497,0,1
daily,458,75,0.06,1.0,44.064013335196584,30.38461825117409,100,1.2970777324720022,26.0,-32.209675343585545,,0,0
daily,459,70,0.04,1.5,43.99616542740708,35.648613307099055,60,1.4817412814592785,28.333333333333332,-20.592292362712893,,0,0
daily,460,82,0.1,1.0,43.93850855640575,26.669298627097525,128,1.2398264282176181,25.0,-28.858342266206883,,0,0
daily,461,93,0.02,1.0,43.82139115241601,38.08577118149699,41,1.695720460073526,31.70731707317073,-11.531759241987881,,0,0
daily,462,20,0.06,1.0,43.81448062929167,31.731916094242173,88,1.3344716066503968,26.136363636363637,-28.86840219235388,,0,0
daily,463,71,0.06,2.0,43.77716156852631,37.90524935658202,42,1.693456292552285,30.952380952380953,-20.173625774932024,,0,0
daily,464,5,0.06,2.0,43.75440500438052,36.6464075116133,51,1.5620151156733788,29.41176470588235,-17.563201172159115,,0,0
daily,465,12,0.1,2.5,43.67840407724422,39.05788536989494,33,1.902720350001716,33.333333333333336,-16.62522378698501,52.994811879576645,0,1
daily,466,10,0.02,2.0,43.67286397310204,39.75032586310378,28,2.070824540353437,35.714285714285715,-13.680401262527164,,0,0
daily,467,22,0.06,2.0,43.669084256907986,37.11325292024179,47,1.6117556844796797,29.78723404255319,-21.581359403627353,,0,0
daily,468,103,0.1,1.5,43.63152291555939,32.35675983942923,82,1.3516477752492775,26.829268292682926,-24.86758352573455,,0,0
daily,469,0,0.06,2.0,43.537661349711684,36.98762808201985,47,1.6059012493895988,29.78723404255319,-22.525164051689295,,0,0
daily,470,38,0.1,2.5,43.49346708992883,38.185167896607176,38,1.7687244768186114,31.57894736842105,-18.31954290277038,,0,0
daily,471,93,0.04,2.5,43.48855605896163,38.873969228393165,33,1.8991100480021532,33.333333333333336,-16.642765731490673,,0,0
daily,472,87,0.06,1.5,43.43741035242488,33.24092334006501,74,1.390587599718764,27.027027027027028,-29.2936212189569,,0,0
daily,473,57,0.04,2.0,43.40755109300112,37.000451538617796,46,1.613315881506119,30.434782608695652,-15.191780455146088,48.11308092755326,0,1
daily,474,63,0.02,2.0,43.396124317874786,38.784380140641915,33,1.8911244005459191,33.333333333333336,-13.187446675327996,,0,0
daily,475,10,0.02,1.5,43.29869439211285,38.8288064744349,32,1.8928821529098268,34.375,-13.187446675328008,,0,0
daily,476,0,0.04,1.0,43.20163607796887,32.22490881773999,80,1.363218851807751,26.25,-19.62512574860571,,0,0
daily,477,99,0.02,1.5,43.147080199557934,38.54313756604317,33,1.889103666021315,33.333333333333336,-11.645169444299475,,0,0
daily,478,41,0.1,1.5,43.091644565548194,33.45285448504649,70,1.410648253221867,27.142857142857142,-21.528327626520017,,0,0
daily,479,120,0.02,1.5,43.06793157596065,37.22427850693786,42,1.6787779665532812,30.952380952380953,-18.29271931124531,,0,0
daily,480,37,0.1,2.5,43.064886989120545,39.716854979994224,24,2.2863033043270797,37.5,-9.621170983754768,,0,0
daily,481,23,0.04,1.5,43.03144573747326,35.279667199124944,56,1.5081258893267728,28.571428571428573,-21.880867930857704,48.617813407185736,0,1
daily,482,35,0.06,2.0,43.00571774541169,36.47963879931964,47,1.607998532509217,29.78723404255319,-15.185876818897759,,0,0
daily,483,6,0.1,2.0,42.96478844806542,35.89498366516395,51,1.547181010604061,29.41176470588235,-19.532811347852398,,0,0
daily,484,14,0.04,2.0,42.954422240634926,37.66557872397398,38,1.7606056848398084,31.57894736842105,-11.468693882021197,,0,0
daily,485,116,0.02,1.5,42.94950840305376,38.35172431069598,33,1.883362161266608,33.333333333333336,-9.96644581904549,,0,0
daily,486,114,0.1,2.0,42.94757146400345,35.2002462781023,56,1.5066069534646245,28.571428571428573,-21.7843101541934,,0,0
daily,487,55,0.1,2.5,42.91490793322554,38.31818461605025,33,1.8800832704729715,33.333333333333336,-17.086724232219154,,0,0
daily,488,100,0.1,2.5,42.897412267186084,39.55312266184716,24,2.2747818754105427,37.5,-6.07426743327526,,0,0
daily,489,92,0.1,1.5,42.896332330847045,33.27053563774258,70,1.4093546635614045,27.142857142857142,-24.635805852509773,88.02991611568507,0,1
