window,cell,entry_date,exit_date,ticker,entry,stop,exit,realized,R,hold_days,reasons,sic2,group_n,group_rank,group_N,leader_rank_1m,leader_N_1m,leader_rank_3m,leader_N_3m,leader_rank_6m,leader_N_6m,etf,etf_rank,etf_N,dvol20,adr20
oos_holdout,A2_lead10,2011-02-11,2011-02-22,JBL,21.77,21.05,21.9119,82.96,0.195,11,partial;stop,36,17.0,1.0,6.0,133.0,228,23.0,226,24.0,224,XLK,6.0,9.0,67886843.7295,0.03299468776492968
oos_holdout,A2_lead10,2011-01-26,2011-03-02,NOV,70.07,68.35,76.2492,1390.33,3.593,35,close<MA;partial,35,13.0,2.0,4.0,59.0,150,14.0,148,9.0,146,XLI,3.0,9.0,268071119.10499996,0.027225920369904993
oos_holdout,A2_lead10,2011-03-01,2011-03-02,MRO,52.4,51.02,50.8191,-481.3,-1.144,1,stop,13,34.0,2.0,6.0,67.0,230,14.0,228,74.0,226,XLE,1.0,9.0,411019845.26949996,0.026416104816416246
oos_holdout,A2_lead10,2011-03-03,2011-03-04,TER,19.13,18.75,18.7312,-330.22,-1.049,1,stop,38,5.0,,,59.0,230,13.0,228,19.0,226,XLV,6.0,9.0,113769600.89250001,0.0319320366722358
oos_holdout,A2_lead10,2011-03-04,2011-03-09,JNPR,44.66,43.38,43.3392,-436.08,-1.034,5,stop,35,18.0,4.0,6.0,23.0,229,77.0,227,76.0,225,XLK,5.0,9.0,334712435.7665,0.028704726330542874
oos_holdout,A2_lead10,2011-03-28,2011-04-06,BHI,72.47,70.41,72.632,16.27,0.077,9,partial;stop,35,22.0,7.0,8.0,109.0,267,44.0,266,20.0,262,XLI,2.0,9.0,326083189.52549994,0.032139798380334345
oos_holdout,A2_lead10,2011-03-30,2011-04-06,XEC,116.1,113.59,116.3505,21.38,0.102,7,partial;stop,13,38.0,2.0,8.0,144.0,248,37.0,247,23.0,243,XLE,1.0,9.0,89238212.011,0.03425631957662692
oos_holdout,A2_lead10,2011-03-30,2011-04-06,SM,74.91,72.92,75.6033,72.97,0.345,7,partial;stop,13,38.0,2.0,8.0,114.0,248,45.0,247,12.0,243,XLE,1.0,9.0,75706407.2865,0.03550946000009549
oos_holdout,A2_lead10,2011-03-25,2011-04-07,VLO,26.86,26.5,27.0123,92.31,0.442,13,partial;stop,29,9.0,,,81.0,267,37.0,266,22.0,262,XLE,1.0,9.0,360602586.9714003,0.04046201625152995
oos_holdout,A2_lead10,2011-04-08,2011-04-18,ANN,30.47,29.87,30.4921,11.31,0.036,10,partial;stop,56,5.0,,,9.0,214,47.0,214,71.0,211,XLY,4.0,9.0,69955374.816,0.03378500077017973
oos_holdout,A2_lead10,2011-03-28,2011-05-02,HRB,16.63,16.54,17.4201,753.78,9.161,35,close<MA;partial,72,1.0,,,38.0,267,23.0,266,150.0,262,XLY,4.0,9.0,90416874.3265,0.02764170840266078
oos_holdout,A2_lead10,2011-04-29,2011-05-02,CIEN,28.18,27.47,27.4425,-416.36,-1.039,3,stop,36,15.0,5.0,6.0,30.0,177,63.0,176,12.0,173,XLK,8.0,9.0,133352193.637,0.033938640197551904
oos_holdout,A2_lead10,2011-04-29,2011-05-02,NXPI,34.83,33.33,33.2972,-435.14,-1.022,3,stop,36,15.0,5.0,6.0,67.0,177,39.0,176,2.0,173,XLK,8.0,9.0,83527950.47025,0.043183062476224165
oos_holdout,A2_lead10,2011-04-29,2011-05-02,RAX,46.33,45.34,45.2947,-353.85,-1.046,3,stop,73,15.0,1.0,6.0,28.0,177,20.0,176,18.0,173,XLK,8.0,9.0,74085955.4,0.03077553971622412
oos_holdout,A2_lead10,2011-05-02,2011-05-03,WTW,210.36,205.22,203.3985,-285.23,-1.356,1,stop,64,1.0,,,18.0,182,2.0,180,6.0,177,XLF,9.0,9.0,68590854.05339107,0.0243931569666092
oos_holdout,A2_lead10,2011-04-26,2011-05-04,ALU,6.36,6.27,6.4158,149.2,0.689,8,partial;stop,36,14.0,4.0,5.0,26.0,167,5.0,166,25.0,163,XLK,7.0,9.0,188873897.64099997,0.02950125811726234
oos_holdout,A2_lead10,2011-05-05,2011-05-16,ANF,72.68,70.83,73.4085,156.79,0.391,11,partial;stop,56,1.0,,,6.0,200,8.0,198,21.0,195,XLY,3.0,9.0,170446008.993,0.025556571474530505
oos_holdout,A2_lead10,2011-05-09,2011-05-16,TPX,15.81,15.4,15.8522,41.27,0.1,7,partial;stop,25,1.0,,,6.0,216,18.0,214,17.0,211,XLY,3.0,9.0,95749872.0295,0.030937418250013532
oos_holdout,A2_lead10,2011-05-13,2011-05-16,GME,6.74,6.63,6.6209,-283.3,-1.058,3,stop,57,1.0,,,51.0,213,18.0,211,72.0,208,XLY,4.0,9.0,121063941.6855,0.02465939428483908
oos_holdout,A2_lead10,2011-05-18,2011-05-23,TPX,16.19,15.79,15.7218,-457.29,-1.162,5,stop,25,1.0,,,25.0,226,11.0,224,10.0,221,XLY,4.0,9.0,62833355.887,0.027585699922954
oos_holdout,A2_lead10,2011-05-27,2011-05-31,ANF,76.84,75.6,75.5244,-266.41,-1.061,4,stop,56,4.0,,,38.0,214,13.0,213,27.0,211,XLY,4.0,9.0,179667649.8885,0.02673521356952747
oos_holdout,A2_lead10,2011-05-31,2011-06-01,DISH,30.47,30.0,29.97,-220.69,-1.064,1,stop,48,3.0,,,3.0,209,15.0,208,21.0,207,XLK,7.0,9.0,91101720.07900001,0.028397772801952957
oos_holdout,A2_lead10,2011-06-01,2011-06-02,HK,81.23,77.82,77.7414,-209.39,-1.023,1,stop,13,40.0,4.0,6.0,75.0,211,21.0,210,37.0,209,XLE,8.0,9.0,195198276.3744987,0.042002794126917105
oos_holdout,A2_lead10,2011-07-05,2011-07-06,PLD,36.54,35.89,35.8541,-218.36,-1.056,1,stop,67,5.0,,,1.0,207,1.0,205,2.0,203,XLF,9.0,9.0,197992109.36200002,0.02504163371138145
oos_holdout,A2_lead10,2012-02-03,2012-02-06,NUAN,29.81,29.26,29.2307,-217.14,-1.053,3,stop,73,17.0,7.0,9.0,83.0,233,83.0,227,6.0,227,XLK,6.0,9.0,148182527.762,0.02832751569536319
oos_holdout,A2_lead10,2012-02-03,2012-02-09,TOL,23.7,22.91,23.4465,-66.6,-0.324,6,partial;stop,15,5.0,,,139.0,233,23.0,227,36.0,227,XLI,1.0,9.0,85098952.4455,0.034177878744623295
oos_holdout,A2_lead10,2012-02-08,2012-02-10,MU,8.07,7.89,7.8821,-214.96,-1.044,2,stop,36,11.0,2.0,8.0,125.0,236,17.0,230,50.0,230,XLK,6.0,9.0,225518071.94575,0.032744442749492585
oos_holdout,A2_lead10,2012-02-09,2012-02-10,NUAN,29.99,29.31,26.6433,-1014.03,-4.922,1,stop,73,19.0,6.0,8.0,142.0,241,76.0,235,6.0,235,XLK,6.0,9.0,144093880.856,0.027146568368279705
oos_holdout,A2_lead10,2012-02-09,2012-02-10,MAS,13.05,12.79,12.7772,-216.25,-1.049,1,stop,34,1.0,,,110.0,241,14.0,235,21.0,235,XLI,2.0,9.0,74785464.19350001,0.0367082651222947
oos_holdout,A2_lead10,2012-02-13,2012-02-14,MAS,13.15,12.82,11.958,-727.82,-3.587,1,stop,34,1.0,,,122.0,232,17.0,227,20.0,226,XLI,2.0,9.0,71019152.125,0.03489930874562995
oos_holdout,A2_lead10,2012-02-23,2012-02-24,ALXN,85.57,84.32,84.2357,-215.43,-1.068,1,stop,28,13.0,1.0,7.0,59.0,204,48.0,199,18.0,197,XLV,7.0,9.0,100586472.806,0.029075165822953646
oos_holdout,A2_lead10,2012-02-24,2012-02-27,LSI,5.76,5.66,5.6144,-293.19,-1.445,3,stop,67,4.0,,,31.0,193,12.0,188,75.0,186,XLF,1.0,9.0,114840776.92272751,0.026360986824328685
oos_holdout,A2_lead10,2012-02-24,2012-02-27,URI,42.63,42.5,42.4575,-62.33,-1.321,3,stop,73,15.0,5.0,6.0,22.0,193,7.0,188,2.0,186,XLK,3.0,9.0,84215898.65650001,0.03431852124589009
oos_holdout,A2_lead10,2012-02-29,2012-03-01,LSI,5.78,5.69,5.6876,-216.32,-1.066,1,stop,67,4.0,,,69.0,183,10.0,177,62.0,175,XLF,1.0,9.0,96184785.053025,0.025251569350302084
oos_holdout,A2_lead10,2012-03-05,2012-03-06,STX,27.81,27.09,27.0629,-209.31,-1.038,1,stop,35,14.0,4.0,6.0,84.0,185,8.0,179,4.0,177,XLK,2.0,9.0,277606374.20575005,0.0301324529829513
oos_holdout,A2_lead10,2012-03-13,2012-03-14,HFC,36.19,35.6,35.5644,-215.75,-1.061,1,stop,29,6.0,,,63.0,170,8.0,165,108.0,163,XLE,7.0,9.0,145454139.299,0.041361352562197515
oos_holdout,A2_lead10,2012-03-16,2012-03-19,RIG,58.25,57.39,57.3326,-216.99,-1.067,3,stop,13,28.0,5.0,6.0,16.0,173,55.0,169,122.0,167,XLE,7.0,9.0,355271208.35099995,0.03176230926492763
oos_holdout,A2_lead10,2012-03-12,2012-03-20,CRM,37.04,36.38,37.337,92.11,0.455,8,partial;stop,73,8.0,,,10.0,175,63.0,170,75.0,168,XLK,1.0,9.0,463095220.21599996,0.025938606997856335
oos_holdout,A2_lead10,2012-03-15,2012-03-20,VRTX,42.24,41.27,41.2287,-211.82,-1.042,5,stop,28,13.0,1.0,6.0,17.0,179,30.0,175,151.0,173,XLV,6.0,9.0,104137353.112,0.02977593394191495
oos_holdout,A2_lead10,2012-03-13,2012-03-22,WHR,78.12,75.81,75.7374,-209.5,-1.033,9,stop,36,13.0,2.0,5.0,33.0,170,14.0,165,34.0,163,XLK,2.0,9.0,142235247.362,0.029504716915645914
oos_holdout,A2_lead10,2012-03-21,2012-03-22,LULU,74.57,73.32,71.6882,-585.91,-2.301,1,stop,23,2.0,,,24.0,158,16.0,156,73.0,153,XLY,3.0,9.0,132558693.1805,0.027869744253961354
oos_holdout,A2_lead10,2012-03-26,2012-03-27,UA,98.5,96.98,96.8846,-214.83,-1.064,1,stop,23,2.0,,,6.0,153,45.0,153,64.0,149,XLY,3.0,9.0,94134706.49525234,0.025724628663061837
oos_holdout,A2_lead10,2012-03-26,2012-03-28,FOSL,135.12,132.51,132.3775,-211.56,-1.051,2,stop,38,2.0,,,24.0,153,14.0,153,49.0,149,XLV,6.0,9.0,122957322.71800001,0.030673802813072
oos_holdout,A2_lead10,2012-03-29,2012-03-30,FOSL,135.93,131.81,131.6747,-208.3,-1.032,1,stop,38,1.0,,,31.0,146,15.0,146,45.0,142,XLV,6.0,9.0,116355950.80150001,0.03030553497010572
oos_holdout,A2_lead10,2012-04-02,2012-04-04,URI,44.16,42.99,42.9446,-208.54,-1.037,2,stop,73,10.0,1.0,3.0,64.0,139,22.0,139,5.0,134,XLK,2.0,9.0,65933904.899000004,0.026640844513291767
oos_holdout,A2_lead10,2012-04-03,2012-04-04,LULU,76.74,74.76,74.6852,-209.24,-1.038,1,stop,23,3.0,,,41.0,144,13.0,144,37.0,138,XLY,3.0,9.0,179983584.42400002,0.02897737347613726
oos_holdout,A2_lead10,2012-02-16,2012-04-11,EQIX,131.27,129.36,147.1021,1662.25,8.284,55,close<MA;partial,67,5.0,,,83.0,220,22.0,214,26.0,213,XLF,1.0,9.0,149267465.009,0.024367442763672614
oos_holdout,A2_lead10,2012-02-23,2012-04-11,TPX,19.01,18.68,20.5559,946.69,4.674,48,close<MA;partial,25,1.0,,,20.0,204,75.0,199,50.0,197,XLY,5.0,9.0,132973138.9435,0.031165007433760883
oos_holdout,A2_lead10,2012-04-05,2012-04-11,FOSL,136.12,132.98,132.847,-209.21,-1.042,6,stop,38,2.0,,,33.0,149,6.0,149,25.0,143,XLV,4.0,9.0,203150338.97599998,0.02900470175583773
oos_holdout,A2_lead10,2012-04-27,2012-05-02,LNKD,108.61,104.51,104.4055,-407.69,-1.025,5,stop,73,16.0,1.0,5.0,59.0,179,8.0,179,70.0,174,XLK,1.0,9.0,271454763.8945,0.043516526541989786
oos_holdout,A2_lead10,2012-04-26,2012-05-04,AIG,33.48,32.46,33.3866,-36.01,-0.09,8,partial;stop,63,5.0,,,8.0,181,15.0,181,39.0,176,XLF,2.0,9.0,441884814.2595,0.030509143059760553
oos_holdout,A2_lead10,2012-05-03,2012-05-04,RF,6.95,6.75,6.7432,-412.68,-1.034,1,stop,60,8.0,,,47.0,186,25.0,186,10.0,180,XLF,3.0,9.0,151450337.5305,0.03288686039609113
oos_holdout,A2_lead10,2012-07-02,2012-07-03,TRIP,46.35,44.72,44.6753,-202.19,-1.027,1,stop,73,24.0,3.0,9.0,114.0,261,8.0,260,6.0,259,XLK,7.0,9.0,72216638.09269999,0.04181899538803508
oos_holdout,A2_lead10,2012-07-18,2012-07-20,MPC,23.28,22.63,22.6074,-204.12,-1.035,2,stop,29,6.0,,,21.0,221,24.0,220,24.0,220,XLE,4.0,9.0,172269825.179,0.02961375521005487
oos_holdout,A2_lead10,2012-07-19,2012-07-20,TRIP,47.49,45.66,45.2847,-235.7,-1.206,1,stop,73,24.0,5.0,6.0,99.0,224,10.0,223,6.0,223,XLK,6.0,9.0,61699874.40449999,0.038460027569677126
oos_holdout,A2_lead10,2012-07-30,2012-08-01,MPC,23.76,23.1,23.0769,-203.3,-1.035,2,stop,29,6.0,,,68.0,233,16.0,232,28.0,232,XLE,4.0,9.0,149380271.62649998,0.02851691757878627
oos_holdout,A2_lead10,2012-08-14,2012-08-15,LEN,30.33,29.63,29.6032,-204.52,-1.043,1,stop,15,4.0,,,157.0,234,62.0,233,20.0,232,XLI,7.0,9.0,153216478.1610114,0.03782036644151654
oos_holdout,A2_lead10,2012-08-17,2012-08-20,TOL,32.46,31.84,31.8082,-206.1,-1.051,3,stop,15,4.0,,,90.0,213,36.0,212,16.0,212,XLI,5.0,9.0,82684402.30950001,0.03502793567474871
oos_holdout,A2_lead10,2012-08-20,2012-08-21,CF,43.54,42.59,42.5474,-203.28,-1.045,1,stop,28,13.0,5.0,5.0,99.0,204,16.0,203,31.0,202,XLB,3.0,9.0,270326253.23800004,0.02686321600198936
oos_holdout,A2_lead10,2012-08-20,2012-08-23,NRG,21.84,21.39,21.3686,-204.43,-1.047,3,stop,49,2.0,,,30.0,204,14.0,203,28.0,202,XLU,9.0,9.0,111341466.146,0.02664227696107422
oos_holdout,A2_lead10,2012-08-16,2012-08-24,LEN,30.36,29.55,30.3877,7.42,0.038,8,partial;stop,15,4.0,,,142.0,217,89.0,216,17.0,215,XLI,7.0,9.0,143820214.81915992,0.03568983400340365
oos_holdout,A2_lead10,2012-09-04,2012-09-07,MLNX,118.57,115.43,115.3146,-400.23,-1.037,3,stop,36,7.0,,,50.0,103,1.0,103,2.0,102,XLK,3.0,9.0,90640043.95799999,0.03410788377139723
oos_holdout,A2_lead10,2012-09-07,2012-09-13,TSO,40.36,39.44,40.2597,-36.32,-0.109,6,partial;stop,29,3.0,,,18.0,96,2.0,96,14.0,95,XLE,1.0,9.0,162559208.6695,0.026632729361583445
oos_holdout,A2_lead10,2012-09-14,2012-09-17,FIO,30.03,29.56,29.5304,-247.28,-1.063,3,stop,35,11.0,1.0,3.0,50.0,115,7.0,115,58.0,114,XLK,3.0,9.0,73846804.4465,0.03813857228318517
oos_holdout,A2_lead10,2012-09-11,2012-09-26,TOL,33.94,33.4,34.4984,237.32,1.019,15,partial;stop,15,4.0,,,34.0,96,13.0,96,9.0,95,XLI,7.0,9.0,105187414.849,0.02498065413865898
oos_holdout,A2_lead10,2012-09-20,2012-09-26,TSO,41.68,40.66,40.6206,-205.84,-1.04,6,stop,29,5.0,,,84.0,115,3.0,115,13.0,114,XLE,1.0,9.0,124388845.51500002,0.024480474461869135
oos_holdout,A2_lead10,2012-09-04,2012-09-27,LEN,31.3,30.62,32.7925,695.39,2.199,23,close<MA;partial,15,4.0,,,47.0,103,14.0,103,11.0,102,XLI,5.0,9.0,127725734.0517356,0.03000141189222232
oos_holdout,A2_lead10,2012-09-19,2012-10-01,S,5.36,5.17,5.4485,101.41,0.512,12,partial;stop,73,13.0,4.0,4.0,96.0,118,2.0,118,3.0,117,XLK,3.0,9.0,257399176.181,0.03393044849847702
oos_holdout,A2_lead10,2012-10-01,2012-10-03,TSO,42.41,42.16,42.1178,-101.32,-1.167,2,stop,29,6.0,,,50.0,153,2.0,153,8.0,152,XLE,1.0,9.0,124583695.97350001,0.026098332605744085
oos_holdout,A2_lead10,2012-09-27,2012-10-05,RGLD,98.33,95.57,98.4238,13.47,0.035,8,partial;stop,67,3.0,,,21.0,143,38.0,143,10.0,142,XLF,3.0,9.0,82788075.412,0.028034179665502305
oos_holdout,A2_lead10,2012-10-04,2012-10-08,AEM,53.18,52.88,52.8271,-98.26,-1.174,4,stop,10,14.0,1.0,4.0,47.0,158,28.0,157,10.0,156,XLB,8.0,9.0,104160622.75799999,0.026741347358121764
oos_holdout,A2_lead10,2012-10-05,2012-10-08,FIO,31.95,31.5,31.4685,-221.89,-1.07,3,stop,35,15.0,3.0,4.0,27.0,147,6.0,146,42.0,145,XLK,5.0,9.0,68973393.37799999,0.03838282228122163
oos_holdout,A2_lead10,2012-10-17,2012-10-22,LEN,36.46,35.98,35.9447,-209.48,-1.074,5,stop,15,5.0,,,24.0,129,37.0,129,12.0,127,XLI,7.0,9.0,229356249.68413848,0.03282946319873689
oos_holdout,A2_lead10,2012-10-17,2012-10-23,PHM,17.49,16.99,16.973,-202.7,-1.034,6,stop,15,5.0,,,31.0,129,9.0,129,6.0,127,XLI,7.0,9.0,225708790.04449996,0.04150212642159208
oos_holdout,A2_lead10,2012-09-27,2012-11-08,SIRI,25.93,25.24,27.2228,731.42,1.881,42,close<MA;partial,48,2.0,,,96.0,143,13.0,143,35.0,142,XLK,2.0,9.0,147846470.23325,0.026599294329410793
oos_holdout,A2_lead10,2012-12-18,2012-12-24,ANF,48.02,47.01,46.963,-320.71,-1.047,6,stop,56,3.0,,,41.0,103,9.0,102,14.0,102,XLY,5.0,9.0,140380465.429,0.026789061939310743
oos_holdout,A2_lead10,2013-01-02,2013-01-03,LCC,13.76,13.6,13.5864,-187.99,-1.083,1,stop,45,3.0,,,55.0,107,10.0,106,70.0,106,XLI,2.0,9.0,73613222.6785,0.03609873414746254
oos_holdout,A2_lead10,2013-01-07,2013-01-09,GPOR,40.77,39.64,39.6004,-401.44,-1.035,2,stop,13,8.0,,,48.0,108,13.0,108,3.0,107,XLE,6.0,9.0,62966918.332655,0.029111314690991402
oos_holdout,A2_lead10,2013-01-02,2013-01-11,URI,47.05,46.71,47.4488,124.15,1.192,9,partial;stop,73,14.0,1.0,2.0,30.0,107,6.0,106,19.0,106,XLK,9.0,9.0,82756836.68200001,0.0322741276340086
oos_holdout,A2_lead10,2013-01-17,2013-01-18,ANF,50.33,49.91,49.8601,-134.94,-1.119,1,stop,56,3.0,,,56.0,108,4.0,108,21.0,107,XLY,4.0,9.0,102623626.912,0.030100551434805306
oos_holdout,A2_lead10,2013-01-18,2013-01-22,URI,49.78,49.25,49.2007,-167.9,-1.093,4,stop,73,11.0,1.0,1.0,14.0,100,6.0,100,20.0,100,XLK,8.0,9.0,91558015.5205,0.031081840115702537
oos_holdout,A2_lead10,2013-01-25,2013-01-28,ANF,50.73,49.49,49.4405,-367.7,-1.04,3,stop,56,4.0,,,68.0,108,4.0,108,33.0,108,XLY,2.0,9.0,93436233.399,0.027829031452889747
oos_holdout,A2_lead10,2013-02-01,2013-02-04,URI,51.89,50.91,50.8591,-201.39,-1.052,3,stop,73,11.0,1.0,3.0,50.0,111,27.0,111,12.0,111,XLK,8.0,9.0,100706059.1235,0.031155452460727356
oos_holdout,A2_lead10,2013-02-01,2013-02-07,ANF,50.99,50.0,50.5994,-75.97,-0.395,6,partial;stop,56,2.0,,,75.0,111,4.0,111,28.0,111,XLY,3.0,9.0,89525837.66950001,0.02413067488435647
oos_holdout,A2_lead10,2013-01-24,2013-02-14,TRIP,45.5,44.59,43.4611,-644.9,-2.247,21,partial;stop,73,10.0,1.0,1.0,58.0,100,7.0,100,74.0,100,XLK,8.0,9.0,62382610.988615,0.024418540521391512
oos_holdout,A2_lead10,2013-02-08,2013-02-20,URI,53.42,52.45,53.8139,76.93,0.401,12,partial;stop,73,14.0,1.0,3.0,49.0,108,30.0,107,11.0,107,XLK,9.0,9.0,97199879.8125,0.0321141075649738
oos_holdout,A2_lead10,2013-02-14,2013-02-21,THC,40.04,39.11,39.0709,-198.67,-1.042,7,stop,80,2.0,,,30.0,115,10.0,114,6.0,114,XLV,6.0,9.0,70711114.7065,0.024745425498370745
oos_holdout,A2_lead10,2013-03-12,2013-03-13,BMRN,62.13,61.23,61.1688,-221.56,-1.068,1,stop,28,12.0,3.0,4.0,41.0,166,55.0,164,15.0,164,XLV,6.0,9.0,73209514.54200001,0.024847559730050896
oos_holdout,A2_lead10,2013-03-14,2013-03-15,BMRN,62.16,61.43,61.3686,-181.72,-1.084,1,stop,28,12.0,2.0,4.0,36.0,163,48.0,160,12.0,160,XLV,4.0,9.0,77929927.296,0.024655090284708032
oos_holdout,A2_lead10,2013-03-13,2013-03-18,LNKD,179.53,174.33,174.157,-392.18,-1.034,5,stop,73,17.0,3.0,4.0,22.0,163,9.0,160,27.0,160,XLK,9.0,9.0,409263880.9205,0.028953481726439162
oos_holdout,A2_lead10,2013-03-18,2013-03-19,MHK,114.27,111.72,111.6083,-197.28,-1.044,1,stop,22,1.0,,,60.0,157,26.0,154,16.0,154,XLY,2.0,9.0,104878124.9865,0.025545555377831576
oos_holdout,A2_lead10,2013-03-22,2013-04-01,SWY,25.69,25.36,25.8349,82.85,0.458,10,partial;stop,54,2.0,,,8.0,142,15.0,141,12.0,141,XLP,3.0,9.0,161061112.2635,0.027384517337683358
oos_holdout,A2_lead10,2013-03-01,2013-04-03,MPC,42.36,41.18,43.067,227.8,0.601,33,close<MA;partial,29,7.0,,,15.0,160,16.0,159,7.0,158,XLE,3.0,9.0,282359950.34250003,0.02785958212298496
oos_holdout,A2_lead10,2013-04-02,2013-04-03,HTZ,23.32,22.95,22.927,-242.11,-1.061,1,stop,75,1.0,,,30.0,100,20.0,98,10.0,98,XLY,3.0,9.0,165009848.403,0.031560906194641344
oos_holdout,A2_lead10,2013-03-15,2013-04-18,STZ,45.06,44.4,47.3155,653.29,3.451,34,close<MA;partial,20,4.0,,,2.0,162,59.0,159,43.0,159,XLP,8.0,9.0,272706196.90099996,0.028658006567265647
oos_holdout,A2_lead10,2013-04-22,2013-04-24,CREE,55.72,53.75,53.6914,-388.66,-1.027,2,stop,36,7.0,,,48.0,160,4.0,158,3.0,158,XLK,8.0,9.0,115665284.99679999,0.035367388147071806
oos_holdout,A2_lead10,2013-04-24,2013-05-01,GPOR,49.79,48.59,50.2695,136.25,0.4,7,partial;stop,13,21.0,3.0,5.0,17.0,164,47.0,162,24.0,161,XLE,8.0,9.0,68050477.3335,0.040780722968029995
oos_holdout,A2_lead10,2013-04-26,2013-05-01,HTZ,24.31,23.5,23.4765,-389.74,-1.029,5,stop,75,1.0,,,28.0,178,14.0,176,13.0,175,XLY,4.0,9.0,183310745.79599997,0.035143376855786515
oos_holdout,A2_lead10,2013-04-30,2013-05-02,HBI,12.51,12.3,12.2877,-256.05,-1.058,2,stop,56,2.0,,,31.0,185,18.0,183,32.0,182,XLY,4.0,9.0,78432183.64750001,0.024945672999300107
oos_holdout,A2_lead10,2013-04-23,2013-05-03,LNKD,186.25,179.65,185.6473,-34.13,-0.091,10,partial;stop,73,20.0,3.0,5.0,49.0,161,9.0,159,13.0,159,XLK,7.0,9.0,334221640.541,0.03542482703353754
oos_holdout,A2_lead10,2013-05-08,2013-05-09,UAL,33.85,33.03,32.997,-194.5,-1.04,1,stop,45,3.0,,,47.0,187,18.0,187,21.0,185,XLI,6.0,9.0,124627924.05049999,0.03259414592293311
oos_holdout,A2_lead10,2013-05-08,2013-05-21,CREE,60.04,58.68,59.8501,-26.01,-0.14,13,partial;stop,36,9.0,,,29.0,187,22.0,187,7.0,185,XLK,7.0,9.0,159014765.198,0.03583191949034165
oos_holdout,A2_lead10,2013-05-30,2013-06-03,VRTX,81.91,79.25,79.1709,-191.86,-1.03,4,stop,28,18.0,1.0,4.0,124.0,170,7.0,170,14.0,165,XLV,2.0,9.0,162471294.5714,0.03249423112583481
oos_holdout,A2_lead10,2013-06-07,2013-06-10,EA,23.62,23.23,23.2068,-197.26,-1.06,3,stop,73,23.0,3.0,6.0,8.0,187,28.0,185,26.0,180,XLK,5.0,9.0,123898415.35050002,0.03417786542539093
oos_holdout,A2_lead10,2013-06-14,2013-06-19,BSX,9.62,9.47,9.4605,-197.74,-1.063,5,stop,38,5.0,,,25.0,201,22.0,200,20.0,195,XLV,1.0,9.0,184870771.2985,0.024266620651055677
oos_holdout,A2_lead10,2013-07-09,2013-07-10,JAZZ,73.43,72.13,72.0579,-195.32,-1.055,1,stop,28,19.0,1.0,4.0,44.0,177,17.0,176,50.0,175,XLV,4.0,9.0,73146795.0585,0.03186299463872012
oos_holdout,A2_lead10,2013-07-11,2013-07-12,JAZZ,73.86,72.67,72.5973,-196.3,-1.061,1,stop,28,19.0,1.0,4.0,43.0,172,17.0,171,57.0,170,XLV,4.0,9.0,73363625.1121,0.032067873604827435
oos_holdout,A2_lead10,2013-07-15,2013-07-16,GME,10.84,10.74,10.7318,-136.73,-1.112,1,stop,57,3.0,,,17.0,155,14.0,154,10.0,153,XLY,2.0,9.0,119326581.30499999,0.025018554804498244
oos_holdout,A2_lead10,2013-07-11,2013-07-17,EA,24.12,23.65,23.6263,-194.62,-1.05,6,stop,73,19.0,2.0,4.0,48.0,172,14.0,171,15.0,170,XLK,5.0,9.0,89350469.7359,0.02992788728878808
oos_holdout,A2_lead10,2013-07-08,2013-07-19,HPQ,25.9,25.27,25.993,28.84,0.156,11,partial;stop,35,9.0,,,67.0,181,57.0,180,16.0,179,XLK,4.0,9.0,352585355.531,0.02406897559886732
oos_holdout,A2_lead10,2013-07-17,2013-07-19,GME,10.99,10.84,10.8242,-197.18,-1.069,2,stop,57,2.0,,,15.0,147,16.0,146,8.0,146,XLY,2.0,9.0,114613704.19499998,0.024084933051235546
oos_holdout,A2_lead10,2013-07-12,2013-07-24,VRTX,85.56,83.29,85.8238,21.73,0.118,12,partial;stop,28,18.0,2.0,3.0,74.0,172,8.0,171,14.0,170,XLV,5.0,9.0,127717761.8414,0.036784958974895046
oos_holdout,A2_lead10,2013-07-25,2013-07-26,YNDX,33.01,32.12,31.5684,-592.28,-1.612,1,stop,73,16.0,1.0,1.0,28.0,113,10.0,110,38.0,110,XLK,6.0,9.0,81250304.0735,0.027142814444956115
oos_holdout,A2_lead10,2013-08-05,2013-08-07,SCTY,45.02,42.81,42.3077,-448.36,-1.228,2,stop,17,2.0,,,49.0,124,9.0,122,5.0,122,XLI,3.0,9.0,76297322.774,0.049128064655213834
oos_holdout,A2_lead10,2013-08-09,2013-08-12,ATHN,116.56,113.71,113.5963,-346.34,-1.04,3,stop,49,3.0,,,9.0,123,15.0,122,49.0,122,XLU,9.0,9.0,84286596.2385,0.03380348506974728
oos_holdout,A2_lead10,2013-08-14,2013-08-15,NUS,89.94,87.8,87.7122,-187.12,-1.041,1,stop,51,2.0,,,26.0,124,7.0,123,7.0,123,XLV,4.0,9.0,99435279.5485,0.027594298085425163
oos_holdout,A2_lead10,2013-09-19,2013-09-20,BBY,39.26,38.7,38.6613,-193.13,-1.069,1,stop,57,4.0,,,6.0,102,14.0,102,15.0,102,XLY,2.0,9.0,214170577.1655,0.02466298104383497
oos_holdout,A2_lead10,2013-09-25,2013-10-08,NUS,95.84,94.18,96.3953,60.43,0.338,13,partial;stop,51,2.0,,,48.0,114,8.0,114,6.0,114,XLV,4.0,9.0,78216663.061,0.028361746640521927
